i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_13;pos:346.4102,95,200;rot:0,240.0043,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_14;pos:375.877,95,136.8081;rot:0,249.9994,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_15;pos:393.9231,95,69.4593;rot:0,260,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_16;pos:400,95,0;rot:0,270,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_17;pos:0,95,-400;rot:0,180,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_18;pos:-69.4593,95,-393.9231;rot:0,190.0013,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_19;pos:-136.8081,95,-375.877;rot:0,199.997,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_20;pos:-200,95,-346.4102;rot:0,209.9947,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_21;pos:-257.115,95,-306.4178;rot:0,220.003,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_22;pos:-306.4178,95,-257.115;rot:0,229.9993,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_23;pos:-346.4102,95,-200;rot:0,240.0043,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_24;pos:-375.877,95,-136.8081;rot:0,249.9994,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_25;pos:-393.9231,95,-69.4593;rot:0,260,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_26;pos:-400,95,0;rot:0,270,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_27;pos:69.4593,95,-393.9231;rot:0,169.9987,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_28;pos:136.8081,95,-375.877;rot:0,160.003,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_29;pos:200,95,-346.4102;rot:0,150.0053,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_30;pos:257.115,95,-306.4178;rot:0,139.997,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_31;pos:306.4178,95,-257.115;rot:0,130.0007,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_32;pos:346.4102,95,-200;rot:0,119.9957,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_33;pos:375.877,95,-136.8081;rot:0,110.0006,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_34;pos:393.9231,95,-69.4593;rot:0,99.99998,0;m:cuboid;scl:7.2431,1,3;t:metal4;til:0.1,0.1;;
i:cuboid_35;pos:0,25,386.3703;rot:0,180,0;m:cuboid;scl:21,1,3;t:rock1;til:2.1,0.1;;
i:cuboid_36;pos:-136.8081,15,375.877;rot:0,160.003,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_37;pos:-200,15,346.4102;rot:0,150.0053,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_38;pos:-257.115,15,306.4178;rot:0,139.997,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_39;pos:-306.4178,15,257.115;rot:0,130.0007,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_40;pos:-346.4102,15,200;rot:0,119.9957,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_41;pos:-375.877,15,136.8081;rot:0,110.0006,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_42;pos:-393.9231,15,69.4593;rot:0,99.99998,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_43;pos:136.8081,15,375.877;rot:0,199.997,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_44;pos:200,15,346.4102;rot:0,209.9947,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_45;pos:257.115,15,306.4178;rot:0,220.003,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_46;pos:306.4178,15,257.115;rot:0,229.9993,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_47;pos:346.4102,15,200;rot:0,240.0043,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_48;pos:375.877,15,136.8081;rot:0,249.9994,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_49;pos:393.9231,15,69.4593;rot:0,260,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_50;pos:400,15,0;rot:0,270,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_51;pos:0,15,-400;rot:0,180,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_52;pos:-69.4593,15,-393.9231;rot:0,190.0013,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_53;pos:-136.8081,15,-375.877;rot:0,199.997,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_54;pos:-200,15,-346.4102;rot:0,209.9947,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_55;pos:-257.115,15,-306.4178;rot:0,220.003,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_56;pos:-306.4178,15,-257.115;rot:0,229.9993,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_57;pos:-346.4102,15,-200;rot:0,240.0043,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_58;pos:-375.877,15,-136.8081;rot:0,249.9994,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_59;pos:-393.9231,15,-69.4593;rot:0,260,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_60;pos:-400,15,0;rot:0,270,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_61;pos:69.4593,15,-393.9231;rot:0,169.9987,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_62;pos:136.8081,15,-375.877;rot:0,160.003,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_63;pos:200,15,-346.4102;rot:0,150.0053,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_64;pos:257.115,15,-306.4178;rot:0,139.997,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_65;pos:306.4178,15,-257.115;rot:0,130.0007,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_66;pos:346.4102,15,-200;rot:0,119.9957,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_67;pos:375.877,15,-136.8081;rot:0,110.0006,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_68;pos:393.9231,15,-69.4593;rot:0,99.99998,0;m:cuboid;scl:7.2431,3,3;t:metal4;til:0.1,0.1;;
i:cuboid_69;pos:-136.8081,25,375.877;rot:0,160.003,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_70;pos:-200,25,346.4102;rot:0,150.0053,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_71;pos:-257.115,25,306.4178;rot:0,139.997,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_72;pos:-306.4178,25,257.115;rot:0,130.0007,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_73;pos:-346.4102,25,200;rot:0,119.9957,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_74;pos:-375.877,25,136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_75;pos:-393.9231,25,69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_76;pos:136.8081,25,375.877;rot:0,199.997,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_77;pos:200,25,346.4102;rot:0,209.9947,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_78;pos:257.115,25,306.4178;rot:0,220.003,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_79;pos:306.4178,25,257.115;rot:0,229.9993,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_80;pos:346.4102,25,200;rot:0,240.0043,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_81;pos:375.877,25,136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_82;pos:393.9231,25,69.4593;rot:0,260,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_83;pos:400,25,0;rot:0,270,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_84;pos:0,25,-400;rot:0,180,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_85;pos:-69.4593,25,-393.9231;rot:0,190.0013,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_86;pos:-136.8081,25,-375.877;rot:0,199.997,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_87;pos:-200,25,-346.4102;rot:0,209.9947,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_88;pos:-257.115,25,-306.4178;rot:0,220.003,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_89;pos:-306.4178,25,-257.115;rot:0,229.9993,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_90;pos:-346.4102,25,-200;rot:0,240.0043,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_91;pos:-375.877,25,-136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_92;pos:-393.9231,25,-69.4593;rot:0,260,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_93;pos:-400,25,0;rot:0,270,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_94;pos:69.4593,25,-393.9231;rot:0,169.9987,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_95;pos:136.8081,25,-375.877;rot:0,160.003,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_96;pos:200,25,-346.4102;rot:0,150.0053,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_97;pos:257.115,25,-306.4178;rot:0,139.997,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_98;pos:306.4178,25,-257.115;rot:0,130.0007,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_99;pos:346.4102,25,-200;rot:0,119.9957,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_100;pos:375.877,25,-136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_101;pos:393.9231,25,-69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,5,2;t:metal1;til:0.7,0.5;;
i:cuboid_102;pos:-136.8081,85,375.877;rot:0,160.003,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_103;pos:-200,85,346.4102;rot:0,150.0053,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_104;pos:-257.115,85,306.4178;rot:0,139.997,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_105;pos:-306.4178,85,257.115;rot:0,130.0007,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_106;pos:-346.4102,85,200;rot:0,119.9957,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_107;pos:-375.877,85,136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_108;pos:-393.9231,85,69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_109;pos:136.8081,85,375.877;rot:0,199.997,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_110;pos:200,85,346.4102;rot:0,209.9947,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_111;pos:257.115,85,306.4178;rot:0,220.003,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_112;pos:306.4178,85,257.115;rot:0,229.9993,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_113;pos:346.4102,85,200;rot:0,240.0043,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_114;pos:375.877,85,136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_115;pos:393.9231,85,69.4593;rot:0,260,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_116;pos:400,85,0;rot:0,270,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_117;pos:0,85,-400;rot:0,180,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_118;pos:-69.4593,85,-393.9231;rot:0,190.0013,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_119;pos:-136.8081,85,-375.877;rot:0,199.997,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_120;pos:-200,85,-346.4102;rot:0,209.9947,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_121;pos:-257.115,85,-306.4178;rot:0,220.003,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_122;pos:-306.4178,85,-257.115;rot:0,229.9993,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_123;pos:-346.4102,85,-200;rot:0,240.0043,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_124;pos:-375.877,85,-136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_125;pos:-393.9231,85,-69.4593;rot:0,260,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_126;pos:-400,85,0;rot:0,270,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_127;pos:69.4593,85,-393.9231;rot:0,169.9987,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_128;pos:136.8081,85,-375.877;rot:0,160.003,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_129;pos:200,85,-346.4102;rot:0,150.0053,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_130;pos:257.115,85,-306.4178;rot:0,139.997,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_131;pos:306.4178,85,-257.115;rot:0,130.0007,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_132;pos:346.4102,85,-200;rot:0,119.9957,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_133;pos:375.877,85,-136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_134;pos:393.9231,85,-69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,3,2;t:metal1;til:1.15,0.5;;
i:cuboid_168;pos:-136.8081,60,375.877;rot:0,160.003,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_169;pos:-200,60,346.4102;rot:0,150.0053,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_170;pos:-257.115,60,306.4178;rot:0,139.997,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_171;pos:-306.4178,60,257.115;rot:0,130.0007,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_172;pos:-346.4102,60,200;rot:0,119.9957,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_173;pos:-375.877,60,136.8081;rot:0,110.0006,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_174;pos:-393.9231,60,69.4593;rot:0,99.99998,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_175;pos:136.8081,60,375.877;rot:0,199.997,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_176;pos:200,60,346.4102;rot:0,209.9947,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_177;pos:257.115,60,306.4178;rot:0,220.003,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_178;pos:306.4178,60,257.115;rot:0,229.9993,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_179;pos:346.4102,60,200;rot:0,240.0043,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_180;pos:375.877,60,136.8081;rot:0,249.9994,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_181;pos:393.9231,60,69.4593;rot:0,260,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_182;pos:400,60,0;rot:0,270,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_183;pos:0,60,-400;rot:0,180,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_184;pos:-69.4593,60,-393.9231;rot:0,190.0013,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_185;pos:-136.8081,60,-375.877;rot:0,199.997,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_186;pos:-200,60,-346.4102;rot:0,209.9947,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_187;pos:-257.115,60,-306.4178;rot:0,220.003,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_188;pos:-306.4178,60,-257.115;rot:0,229.9993,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_189;pos:-346.4102,60,-200;rot:0,240.0043,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_190;pos:-375.877,60,-136.8081;rot:0,249.9994,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_191;pos:-393.9231,60,-69.4593;rot:0,260,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_192;pos:-400,60,0;rot:0,270,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_193;pos:69.4593,60,-393.9231;rot:0,169.9987,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_194;pos:136.8081,60,-375.877;rot:0,160.003,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_195;pos:200,60,-346.4102;rot:0,150.0053,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_196;pos:257.115,60,-306.4178;rot:0,139.997,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_197;pos:306.4178,60,-257.115;rot:0,130.0007,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_198;pos:346.4102,60,-200;rot:0,119.9957,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_199;pos:375.877,60,-136.8081;rot:0,110.0006,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_200;pos:393.9231,60,-69.4593;rot:0,99.99998,0;m:cuboid;scl:0.5,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_201;pos:-103.5276,60,386.3703;rot:0,164.9947,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_202;pos:-169.0473,60,362.523;rot:0,154.9994,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_203;pos:-229.4306,60,327.661;rot:0,144.9999,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_204;pos:-282.8427,60,282.8427;rot:0,135.0013,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_205;pos:-327.661,60,229.4306;rot:0,124.997,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_206;pos:-362.523,60,169.0473;rot:0,114.9976,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_207;pos:-386.3703,60,103.5276;rot:0,105.0019,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_208;pos:-398.4779,60,34.8623;rot:0,95.00195,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_209;pos:103.5276,60,386.3703;rot:0,195.0053,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_210;pos:169.0473,60,362.523;rot:0,205.0006,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_211;pos:229.4306,60,327.661;rot:0,215.0001,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_212;pos:282.8427,60,282.8427;rot:0,224.9987,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_213;pos:327.661,60,229.4306;rot:0,235.003,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_214;pos:362.523,60,169.0473;rot:0,245.0024,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
i:cuboid_215;pos:386.3703,60,103.5276;rot:0,254.998,0;m:cuboid;scl:2,2,1;t:metal1;til:0.5,0.5;clr:127,127,127,255;;
