i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tower2_2;pos:968.4877,-15.63568,-905.8674;m:tower2;;
i:cuboid_4;pos:968.4877,41.36432,-883.1174;m:cuboid;scl:1.53,9.4,1.53;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_5;pos:968.4877,89.46432,-883.1174;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_6;pos:968.4877,103.2293,-883.1174;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_7;pos:968.4877,116.6543,-883.1174;m:cuboid;scl:1.622,0.1,1.622;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_8;pos:962.8177,103.0643,-888.7924;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_9;pos:974.1577,103.0643,-888.7924;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_10;pos:962.8177,103.0643,-877.4384;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_11;pos:974.1577,103.0643,-877.4384;m:cuboid;scl:0.383,2.45,0.383;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_12;pos:968.4877,90.42432,-883.1174;m:cuboid;scl:1.511,0.1,1.511;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_13;pos:968.4877,103.1843,-883.1174;m:cuboid;scl:1.516,0.303,1.516;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_14;pos:968.4877,115.7043,-883.1174;m:cuboid;scl:1.516,0.1,1.516;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:pyramid_15;pos:968.4877,129.9343,-883.1174;m:pyramid;scl:0.37,0.272,0.37;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_16;pos:968.4877,137.8643,-883.1174;m:cuboid;scl:0.0715,1.222,0.0715;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_29;pos:966.2561,120.2255,-889.6975;rot:65.77729,180.0001,180;m:prism;scl:1.090925,0.003,0.6001648;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_30;pos:969.299,126.6631,-886.8013;rot:41.29483,113.2765,123.0986;m:prism;scl:0.4810879,0.003,0.2643594;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_31;pos:967.53,126.7172,-886.7769;rot:39.00645,248.6293,238.1306;m:prism;scl:0.458881,0.003,0.2771807;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_32;pos:965.0478,124.4549,-887.7947;rot:320.9936,68.6293,121.8694;m:prism;scl:0.458881,0.003,0.5924063;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_33;pos:963.814,121.8924,-888.9476;rot:41.29483,113.2765,123.0986;m:prism;scl:1.027071,0.003,0.2643594;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_34;pos:963.0746,120.2254,-876.5214;rot:65.77739,-6.207314E-05,180;m:prism;scl:0.4274942,0.003,0.6001649;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_35;pos:964.1755,122.8421,-877.6985;rot:2.732076E-05,89.99999,245.7774;m:prism;scl:1.040509,0.003,0.2462381;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_36;pos:967.7078,122.6724,-877.6222;rot:-2.732076E-05,270,114.2226;m:prism;scl:1.040509,0.003,0.629273;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_37;pos:970.7161,120.2254,-876.5214;rot:65.77739,-6.207314E-05,180;m:prism;scl:1.090926,0.003,0.6001649;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_38;pos:967.6732,126.6631,-879.4176;rot:41.29486,293.2765,123.0985;m:prism;scl:0.481089,0.003,0.2643596;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_39;pos:969.4423,126.7172,-879.442;rot:39.00648,68.62935,238.1307;m:prism;scl:0.4588813,0.003,0.2771813;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_40;pos:971.9244,124.4549,-878.4241;rot:320.9935,248.6293,121.8693;m:prism;scl:0.4588813,0.003,0.5924062;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_41;pos:973.1582,121.8924,-877.2713;rot:41.29486,293.2765,123.0985;m:prism;scl:1.027071,0.003,0.2643596;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_42;pos:975.0742,120.2254,-877.698;rot:65.77733,90.00012,180.0001;m:prism;scl:0.4274937,0.003,0.600165;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_43;pos:973.897,122.8421,-878.7988;rot:-4.413481E-05,180,245.7773;m:prism;scl:1.040509,0.003,0.2462379;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_44;pos:973.9734,122.6724,-882.3311;rot:4.413481E-05,2.604543E-05,114.2227;m:prism;scl:1.040509,0.003,0.6292721;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_45;pos:975.0742,120.2254,-885.3395;rot:65.77733,90.00012,180.0001;m:prism;scl:1.090924,0.003,0.600165;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_46;pos:972.178,126.6631,-882.2966;rot:41.29487,23.27661,123.0986;m:prism;scl:0.4810883,0.003,0.26436;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_47;pos:972.1536,126.7172,-884.0656;rot:39.00641,158.6293,238.1306;m:prism;scl:0.458882,0.003,0.2771809;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_48;pos:973.1714,124.4549,-886.5478;rot:320.9936,338.6294,121.8694;m:prism;scl:0.458882,0.003,0.592406;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_49;pos:974.3243,121.8924,-887.7816;rot:41.29487,23.27661,123.0986;m:prism;scl:1.027071,0.003,0.26436;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_51;pos:960.5687,102.3844,-888.8641;rot:8.630058,4.193569,296.042;m:prism;scl:0.0845643,0.003,0.5107852;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_52;pos:960.8065,101.8909,-881.5933;rot:358.1118,180.9102,64.25954;m:prism;scl:0.0842497,0.003,1.313228;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_53;pos:960.5298,102.4652,-882.8122;rot:1.888596,0.9103411,295.7401;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_54;pos:960.5387,102.4466,-875.4847;rot:29.61617,164.1045,60.04755;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_55;pos:960.5399,103.977,-875.4977;rot:332.7065,162.9258,123.8153;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_56;pos:960.5496,103.994,-882.8351;rot:358.2702,0.9846441,240.3444;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_57;pos:960.5685,102.3847,-890.7324;rot:36.02826,20.513,302.4604;m:prism;scl:0.1099169,0.003,0.1302178;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_58;pos:960.7898,101.9255,-888.8959;rot:353.2543,183.267,64.08209;m:prism;scl:0.0999239,0.003,0.4342967;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_59;pos:960.796,104.4271,-883.6146;rot:1.729882,180.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_60;pos:960.5603,104.0129,-890.734;rot:331.0587,18.33985,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_61;pos:976.4424,102.4652,-877.3581;rot:6.745991,183.2672,295.9178;m:prism;scl:0.1168688,0.003,0.5086787;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_62;pos:976.4335,102.4467,-884.8358;rot:2.487847,358.8005,64.24882;m:prism;scl:0.1160133,0.003,1.376483;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_63;pos:976.4323,103.977,-882.8344;rot:358.2701,359.0154,119.6556;m:prism;scl:0.1098573,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_64;pos:976.4227,103.9939,-875.4857;rot:332.7069,197.074,236.1849;m:prism;scl:0.1290645,0.003,0.1190556;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_65;pos:976.2038,101.9698,-885.3801;rot:357.5118,178.8004,295.7512;m:prism;scl:0.1106712,0.003,1.312581;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_66;pos:976.42,102.4187,-890.7357;rot:31.99957,342.4786,59.2145;m:prism;scl:0.128144,0.003,0.124589;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_67;pos:976.4208,103.9973,-890.722;rot:331.0587,341.6603,124.4117;m:prism;scl:0.1218263,0.003,0.1215501;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_68;pos:976.1669,104.4434,-883.6153;rot:1.72964,179.0155,240.3445;m:prism;scl:0.1058574,0.003,1.741992;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_69;pos:974.2374,102.4652,-891.0658;rot:6.745773,273.2669,295.9192;m:prism;scl:0.1168659,0.003,0.5086777;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_70;pos:966.7598,102.4466,-891.0569;rot:2.487729,88.8001,64.24738;m:prism;scl:0.1160104,0.003,1.376483;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_71;pos:966.2159,101.9693,-890.8271;rot:357.5165,268.8007,295.7269;m:prism;scl:0.110823,0.003,1.312497;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_72;pos:960.8605,102.4181,-891.0433;rot:32.00536,72.49097,59.24232;m:prism;scl:0.1283195,0.003,0.1247611;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_73;pos:960.8744,103.977,-891.0556;rot:332.7065,72.92591,123.8151;m:prism;scl:0.1290649,0.003,0.1190541;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_74;pos:968.2118,103.9939,-891.046;rot:358.2701,270.9847,240.3445;m:prism;scl:0.1098571,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_75;pos:968.9913,104.4271,-890.7995;rot:1.72986,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_76;pos:976.1107,104.0129,-891.0352;rot:331.0587,288.3398,235.5881;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_77;pos:960.8749,102.4652,-875.1531;rot:29.6164,105.8959,299.9529;m:prism;scl:0.1383948,0.003,0.1209069;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_78;pos:968.1896,102.4467,-875.162;rot:1.888264,269.0898,64.25969;m:prism;scl:0.1159542,0.003,1.813362;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_79;pos:968.9929,101.9732,-875.3901;rot:358.1118,89.08987,295.7403;m:prism;scl:0.1119991,0.003,1.750972;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_80;pos:976.1117,102.4254,-875.1723;rot:31.42684,252.8779,59.42428;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_81;pos:976.0986,103.9972,-875.1747;rot:331.0585,251.6603,124.4115;m:prism;scl:0.1218268,0.003,0.1215513;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_82;pos:968.9919,104.4434,-875.4286;rot:1.729867,89.01533,240.3447;m:prism;scl:0.105858,0.003,1.74199;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_83;pos:968.2111,103.977,-875.1633;rot:358.2704,269.0155,119.6555;m:prism;scl:0.1098567,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_84;pos:960.8623,103.9939,-875.1729;rot:332.7065,107.0742,236.1849;m:prism;scl:0.129064,0.003,0.1190545;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_85;pos:960.8503,115.919,-875.1582;rot:28.01432,106.7276,302.6136;m:prism;scl:0.1232368,0.003,0.1117346;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_86;pos:968.1885,115.9028,-875.167;rot:1.659802,269.1018,61.57425;m:prism;scl:0.104404,0.003,1.811875;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_87;pos:968.995,115.4872,-875.3918;rot:358.3402,89.1018,298.4252;m:prism;scl:0.1009402,0.003,1.751193;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_88;pos:976.1343,115.8857,-875.1763;rot:29.59882,252.1034,56.8235;m:prism;scl:0.1167959,0.003,0.1139986;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_89;pos:968.1911,117.3751,-875.1594;rot:358.419,269.0926,119.8591;m:prism;scl:0.1008354,0.003,1.811114;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_90;pos:960.8322,117.3906,-875.1683;rot:332.8264,107.1307,235.984;m:prism;scl:0.1183719,0.003,0.1094178;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_91;pos:976.1296,117.3921,-875.1692;rot:331.3204,251.7077,124.5596;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_92;pos:968.9958,117.8013,-875.404;rot:1.580746,89.09275,240.1415;m:prism;scl:0.0974732,0.003,1.750136;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_93;pos:960.5448,115.9007,-890.746;rot:29.59887,17.89688,303.1769;m:prism;scl:0.1167954,0.003,0.1139974;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_94;pos:960.777,115.4714,-883.6189;rot:358.3401,180.8982,61.57451;m:prism;scl:0.1009396,0.003,1.751192;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_95;pos:960.5349,115.919,-882.8112;rot:1.65959,0.8980841,298.4255;m:prism;scl:0.1044031,0.003,1.811872;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_96;pos:960.5437,115.9028,-875.4619;rot:28.01412,163.2728,57.38675;m:prism;scl:0.123235,0.003,0.1117352;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_97;pos:960.5361,117.3751,-883.4044;rot:358.4189,179.0926,119.8586;m:prism;scl:0.1008338,0.003,1.811113;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_98;pos:960.545,117.3906,-890.7634;rot:332.8267,17.13012,235.9846;m:prism;scl:0.1183696,0.003,0.1094172;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_99;pos:960.5459,117.3921,-875.4659;rot:331.3205,161.7077,124.5598;m:prism;scl:0.1122836,0.003,0.1115181;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_100;pos:960.7807,117.8013,-882.5997;rot:1.580774,359.0927,240.1413;m:prism;scl:0.0974737,0.003,1.750134;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_101;pos:968.1879,115.9191,-891.0607;rot:1.659985,270.8983,298.4255;m:prism;scl:0.1044029,0.003,1.811874;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_102;pos:960.8386,115.9028,-891.0519;rot:28.01411,73.27284,57.38676;m:prism;scl:0.1232354,0.003,0.1117337;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_103;pos:968.7811,117.3751,-891.0594;rot:358.419,89.0926,119.8588;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_104;pos:976.1401,117.3906,-891.0505;rot:332.8264,287.1304,235.9843;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_105;pos:960.8427,117.3921,-891.0497;rot:331.3203,71.70741,124.56;m:prism;scl:0.1122831,0.003,0.111517;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_106;pos:967.9764,117.8013,-890.8149;rot:1.580908,269.0927,240.1412;m:prism;scl:0.0974732,0.003,1.750135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_107;pos:974.2447,115.8486,-891.0226;rot:7.616154,274.1483,298.6886;m:prism;scl:0.0761891,0.003,0.5071488;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_108;pos:966.9714,115.4148,-890.7878;rot:358.3403,90.89818,61.57458;m:prism;scl:0.0759558,0.003,1.313396;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_109;pos:976.1308,115.8539,-891.0255;rot:33.65521,291.1111,304.8638;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_110;pos:974.2785,115.4466,-890.8051;rot:354.0403,93.23751,61.41891;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_111;pos:976.4021,115.8539,-875.4648;rot:33.65505,201.111,304.8637;m:prism;scl:0.099535,0.003,0.1192835;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_112;pos:976.1818,115.4466,-877.317;rot:354.0404,3.237503,61.41899;m:prism;scl:0.0905642,0.003,0.4349733;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_113;pos:976.3992,115.8486,-877.3509;rot:7.615817,184.1481,298.689;m:prism;scl:0.0761849,0.003,0.507149;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_114;pos:976.1646,115.4148,-884.6241;rot:358.3403,0.8981866,61.57425;m:prism;scl:0.0759516,0.003,1.313393;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_115;pos:976.4374,115.919,-883.4077;rot:1.659749,180.8982,298.425;m:prism;scl:0.1044024,0.003,1.811872;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_116;pos:976.4285,115.9028,-890.757;rot:28.01426,343.2731,57.3873;m:prism;scl:0.1232345,0.003,0.1117341;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_117;pos:976.4361,117.3751,-882.8145;rot:358.419,359.0926,119.8587;m:prism;scl:0.1008343,0.003,1.811113;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_118;pos:976.4272,117.3906,-875.4555;rot:332.8264,197.1304,235.9844;m:prism;scl:0.1183705,0.003,0.1094169;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_119;pos:976.4264,117.3921,-890.7529;rot:331.3202,341.7074,124.5599;m:prism;scl:0.1122821,0.003,0.1115173;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_120;pos:976.1915,117.8013,-883.6191;rot:1.581219,179.0925,240.1414;m:prism;scl:0.0974726,0.003,1.750134;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_121;pos:960.5408,88.6713,-890.7216;rot:31.42669,17.122,300.5757;m:prism;scl:0.1306425,0.003,0.1237277;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_122;pos:960.7755,88.18422,-883.6169;rot:358.1117,180.9102,64.25969;m:prism;scl:0.1119986,0.003,1.750971;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_123;pos:960.5298,88.69405,-882.8122;rot:1.888167,0.9101005,295.7404;m:prism;scl:0.1159527,0.003,1.813362;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_124;pos:960.5387,88.67554,-875.4847;rot:29.61616,164.1042,60.04707;m:prism;scl:0.1383926,0.003,0.1209064;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_125;pos:960.5399,90.20589,-875.4977;rot:332.7067,162.9258,123.8154;m:prism;scl:0.1290654,0.003,0.1190553;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_126;pos:960.5496,90.22282,-882.8351;rot:358.2702,0.9846943,240.3443;m:prism;scl:0.1098577,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_127;pos:960.796,90.65598,-883.6146;rot:1.729833,180.9847,119.6559;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_128;pos:960.5603,90.24172,-890.734;rot:331.0588,18.33992,235.5879;m:prism;scl:0.1218254,0.003,0.1215505;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_129;pos:976.0983,88.6713,-891.0548;rot:31.42691,287.1222,300.5757;m:prism;scl:0.1306434,0.003,0.1237274;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_130;pos:968.9936,88.18422,-890.8201;rot:358.1117,90.91017,64.25969;m:prism;scl:0.1119991,0.003,1.750971;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_131;pos:968.1889,88.69406,-891.0658;rot:1.888104,270.9101,295.7403;m:prism;scl:0.1159537,0.003,1.813361;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_132;pos:960.8614,88.67555,-891.0569;rot:29.61634,74.10421,60.04715;m:prism;scl:0.138394,0.003,0.1209072;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_133;pos:960.8744,90.20589,-891.0557;rot:332.7065,72.92569,123.8154;m:prism;scl:0.1290664,0.003,0.119055;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_134;pos:968.2118,90.22282,-891.046;rot:358.2701,270.9847,240.3443;m:prism;scl:0.1098582,0.003,1.808444;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:prism_135;pos:968.9913,90.65599,-890.7995;rot:1.729853,90.9847,119.6557;m:prism;scl:0.1058569,0.003,1.74199;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
