i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cylinder_14;pos:209.0492,17.61506,-273.5579;rot:0,283.5273,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_15;pos:202.517,17.49482,-342.4323;rot:0,260.9755,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_16;pos:241.7472,17.52086,-387.2779;rot:0,202.6739,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_17;pos:296.7455,17.25378,-410.7662;rot:0,185.572,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_18;pos:357.9387,17.4508,-400.1619;rot:0,145.4697,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_19;pos:388.7711,18.62301,-348.8057;rot:0,112.7194,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_20;pos:388.8894,19.25121,-279.3693;rot:0,83.06937,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_21;pos:376.9166,19.91753,-214.3415;rot:0,252.1678,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_22;pos:350.0887,19.8275,-145.9143;rot:0,253.7166,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_23;pos:363.2892,19.66466,-100.33;rot:0,144.114,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_24;pos:408.6791,19.74343,-55.07737;rot:0,126.3135,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_25;pos:447.5318,19.6461,-4.384976;rot:0,139.4135,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_26;pos:503.2651,19.31828,37.98727;rot:0,137.6615,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_27;pos:538.7294,19.47891,84.48442;rot:0,105.3575,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_28;pos:543.079,19.48672,158.6821;rot:0,86.70705,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_29;pos:519.0026,19.70271,215.6811;rot:0,37.60701,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_30;pos:487.1672,19.65402,237.3393;rot:0,34.257,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_31;pos:438.4568,19.53828,233.961;rot:0,325.6551,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_32;pos:335.2217,19.76167,146.6502;rot:0,332.6971,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_33;pos:385.6198,19.54362,183.6069;rot:0,298.2007,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_34;pos:294.6086,19.84332,161.3214;rot:0,49.19437,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_35;pos:272.7785,19.89229,212.6595;rot:0,51.9443,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_36;pos:241.9003,19.89229,252.1026;rot:0,51.9443,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_37;pos:204.3763,19.71849,303.4781;rot:0,51.44426,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_38;pos:168.2345,19.77504,338.3197;rot:0,33.69423,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_39;pos:121.6062,19.6805,363.5158;rot:0,30.94422,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_40;pos:70.5432,19.52759,389.9122;rot:0,24.19412,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_41;pos:5.182633,19.55583,385.8761;rot:0,350.9435,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_42;pos:-50.82827,19.50296,369.6492;rot:0,340.6928,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_43;pos:-107.6067,19.46158,340.9493;rot:0,337.9426,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_44;pos:-162.7846,19.49334,314.1435;rot:0,330.692,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_45;pos:-199.248,19.53996,265.3416;rot:0,300.9412,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_46;pos:-215.7723,19.4662,192.3483;rot:0,271.9405,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_47;pos:-197.3867,19.489,132.1422;rot:0,234.9398,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_48;pos:-165.2762,19.37797,73.65204;rot:0,258.1892,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_49;pos:-124.9645,19.18369,31.34491;rot:0,205.9391,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_50;pos:-69.58169,19.37594,5.17795;rot:0,209.2892,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_51;pos:-11.84807,19.25167,-22.36719;rot:0,203.0383,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_52;pos:17.97104,19.234,-46.03704;rot:0,314.0831,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_53;pos:-27.81672,19.3311,-94.74439;rot:0,321.6792,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_54;pos:-65.37875,19.4409,-138.4908;rot:0,312.4288,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_55;pos:-119.5442,19.41425,-180.3563;rot:0,322.8285,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_56;pos:-168.3123,19.33059,-215.7872;rot:0,320.9278,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_57;pos:-222.8407,19.73682,-249.0519;rot:0,331.9236,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_58;pos:-296.1921,19.40276,-270.4649;rot:0,355.922,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_59;pos:-359.7614,19.0654,-291.1923;rot:0,328.4214,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_60;pos:-417.285,18.85476,-319.9099;rot:0,312.4197,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_61;pos:-466.756,18.79403,-349.7657;rot:0,312.9186,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_62;pos:-463.0166,18.7434,-394.9689;rot:0,251.9176,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_63;pos:-433.3054,-1.198679,-440.6098;rot:0,220.5175,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_64;pos:-384.5777,117.3642,-461.0634;rot:0,184.5562,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_65;pos:-321.1891,117.3508,-468.6906;rot:0,188.156,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_66;pos:-256.6856,117.3268,-465.8939;rot:0,167.455,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_67;pos:-193.0784,117.3453,-445.8208;rot:0,154.1541,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_68;pos:-147.5385,117.382,-395.1497;rot:0,121.6536,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_69;pos:-103.5212,117.1973,-365.1527;rot:0,170.8021,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_70;pos:-37.70397,117.2408,-343.9707;rot:0,156.1511,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_71;pos:21.5301,117.3792,-308.8047;rot:0,133.2006,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_72;pos:60.50697,117.4701,-264.8216;rot:0,122.8502,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_73;pos:104.47,117.5895,-216.8057;rot:0,144.1986,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_74;pos:156.8099,117.6348,-177.499;rot:0,137.7978,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_75;pos:209.8641,117.7815,-143.581;rot:0,138.647,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_76;pos:239.3311,117.6874,-152.3804;rot:0,253.7465,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_77;pos:234.504,117.68,-208.0646;rot:0,292.7944,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_78;pos:208.3098,117.6436,-274.1865;rot:0,284.9432,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_79;pos:202.6236,117.5101,-342.3699;rot:0,260.2925,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_80;pos:242.3548,117.4841,-387.6662;rot:0,204.442,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_81;pos:299.6629,117.4512,-410.5336;rot:0,185.5417,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_82;pos:358.1393,117.5316,-399.5227;rot:0,146.438,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_83;pos:388.2599,118.459,-350.3447;rot:0,110.4864,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_84;pos:387.9792,118.6327,-281.001;rot:0,80.13512,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_85;pos:376.5484,119.3174,-214.1606;rot:0,72.08453,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_86;pos:350.3663,119.2828,-146.7652;rot:0,71.98409,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_87;pos:363.1783,119.272,-100.274;rot:0,144.8836,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_88;pos:409.0679,119.2636,-54.34575;rot:0,126.983,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_89;pos:448.2796,119.2309,-4.393317;rot:0,140.3326,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_90;pos:504.2615,119.2982,38.66512;rot:0,138.1819,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_91;pos:538.5516,119.2215,85.82063;rot:0,106.9816,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_92;pos:543.2542,119.5379,158.9754;rot:0,88.62961,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_93;pos:521.7021,119.5517,213.7199;rot:0,32.57744,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_94;pos:485.8482,119.5345,238.5323;rot:0,37.22739,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_95;pos:438.8925,119.6922,234.4452;rot:0,322.5265,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_96;pos:386.0405,119.5767,183.7789;rot:0,298.0259,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_97;pos:335.8201,119.4636,145.616;rot:0,335.0739,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_98;pos:292.8969,119.4593,163.1447;rot:0,52.97321,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_99;pos:272.9013,119.4504,212.1671;rot:0,52.57326,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_100;pos:240.9115,119.3171,253.6456;rot:0,54.22324,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_101;pos:206.3935,119.2676,301.3044;rot:0,48.17315,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_102;pos:168.2123,119.246,338.9981;rot:0,34.42173,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_103;pos:123.014,119.2773,362.2399;rot:0,28.8717,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_104;pos:69.61092,119.3269,390.5826;rot:0,25.1717,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_105;pos:5.832722,119.2657,386.6241;rot:0,350.3203,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_106;pos:-50.64759,119.2148,369.6742;rot:0,339.619,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_107;pos:-106.3282,119.1735,341.8189;rot:0,335.7169,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_108;pos:-163.5581,119.1196,314.2566;rot:0,331.7653,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_109;pos:-198.9427,119.1158,265.7471;rot:0,300.6636,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_110;pos:-215.994,119.1761,194.5585;rot:0,268.862,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_111;pos:-197.8108,119.0672,133.3195;rot:0,233.511,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_112;pos:-165.6984,118.998,73.96058;rot:0,259.7102,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_113;pos:-126.7351,118.9911,32.37188;rot:0,204.2095,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_114;pos:-70.57716,119.0499,5.428863;rot:0,207.9594,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_115;pos:-14.65138,119.0546,-20.74179;rot:0,196.9094,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_116;pos:18.26949,119.151,-46.03378;rot:0,314.258,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_117;pos:-26.75908,119.227,-93.64474;rot:0,320.6059,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_118;pos:-65.8232,119.1123,-138.6649;rot:0,313.6549,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_119;pos:-119.1733,119.1991,-179.5325;rot:0,320.9033,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_120;pos:-168.8172,119.1301,-216.4809;rot:0,322.5021,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_121;pos:-223.6511,119.0904,-249.9543;rot:0,332.351,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_122;pos:-293.8776,119.0512,-270.0293;rot:0,351.8992,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_123;pos:-360.4809,119.1511,-292.5237;rot:0,329.0967,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_124;pos:-417.4517,119.0824,-321.0942;rot:0,315.1943,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_125;pos:-466.6088,119.1908,-349.6711;rot:0,310.4926,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_126;pos:-462.9912,119.1032,-395.4423;rot:0,252.9414,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_127;pos:75.53903,46.3083,70.6982;rot:0,196.1878,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_128;pos:139.9276,46.37325,91.63622;rot:0,315.5828,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_129;pos:162.707,45.98444,151.2251;rot:0,259.4781,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_130;pos:123.2948,45.88656,209.0418;rot:0,223.076,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_131;pos:68.00807,45.93391,253.2194;rot:0,209.4252,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_132;pos:1.578983,45.9908,260.1742;rot:0,171.3235,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_133;pos:-68.13934,45.96072,239.6102;rot:0,147.9222,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_134;pos:-87.41812,45.85329,184.1002;rot:0,78.02171,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_135;pos:-47.26759,45.59482,125.7795;rot:0,41.27172,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_136;pos:9.499279,45.65146,91.29472;rot:0,26.02173,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_137;pos:139.7266,145.9215,91.76377;rot:0,315.6154,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_138;pos:162.0919,145.8209,150.6619;rot:0,260.0631,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_139;pos:123.2352,145.8918,208.6857;rot:0,222.7124,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_140;pos:68.35227,145.9151,253.3175;rot:0,210.3587,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_141;pos:1.341603,145.9196,260.4976;rot:0,171.1068,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_142;pos:-68.46978,145.7607,240.0567;rot:0,149.0561,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_143;pos:-87.09453,145.9236,183.0753;rot:0,75.50547,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_144;pos:-47.69114,145.672,126.0321;rot:0,41.80531,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_145;pos:10.4729,145.9929,91.0207;rot:0,25.05532,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_146;pos:76.52026,145.9992,69.53057;rot:0,15.1553,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_147;pos:-475.4537,118.9666,-451.8766;rot:0,306.3002,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_148;pos:-430.5793,117.0926,-491.3672;rot:0,123.2998,0;m:cylinder;scl:8.2,0.1,4.2;t:grass2;til:5,5;;
i:cylinder_149;pos:-475.506,18.43,-452.1965;rot:0,307.0441,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_150;pos:-430.2128,15.60939,-492.0077;rot:0,304.6417,0;m:cylinder;scl:8,10,4;t:earth1;til:5,5;;
i:cylinder_151;pos:-440.7344,-1.114792,-447.6031;rot:0,211.5392,0;m:cylinder;scl:8,10,7;t:earth1;til:5,5;clr:0,86,255,255;;
i:cuboid_152;pos:2488.025,-4.155248,2137.331;rot:0,46.28605,0;m:cuboid;scl:1000,1,1000;t:earth1;til:1000,1000;clr:0,86,255,255;;
i:boulder5_153;pos:-423.6617,92.38784,-430.6763;rot:294.7068,235.9663,341.497;m:boulder5;t:earth1;;
i:cylinder_154;pos:-184.248,5.986045,-413.8219;rot:0,137.5182,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_155;pos:-254.1567,3.925567,-279.9502;rot:0,343.7654,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_156;pos:-444.0285,2.420292,-362.7516;rot:0,295.0137,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_157;pos:31.90542,7.450265,-274.3089;rot:0,109.7627,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_158;pos:117.8274,4.61253,55.76292;rot:0,337.4065,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_159;pos:-193.7863,4.273765,167.6744;rot:0,253.0037,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_160;pos:138.099,4.200379,332.9645;rot:0,30.25282,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_161;pos:419.4226,4.032074,199.1979;rot:0,310.2495,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cylinder_162;pos:374.4356,5.486691,-67.53738;rot:0,134.6979,0;m:cylinder;scl:4,1,3;t:earth1;;
i:cuboid_163;pos:301.4922,3.615162,-379.0931;rot:0,180.8947,0;m:cuboid;scl:20,4,15;t:earth1;til:5,5;;
i:cuboid_164;pos:300.7532,23.56636,-378.1897;rot:0,180.8939,0;m:cuboid;scl:20,0.1,15;t:grass2;til:5,5;;
i:tree5_165;pos:324.3817,46.25254,-349.6333;rot:0,171.2376,0;m:tree5;scl:0.4,0.4,0.4;;
i:field2_166;pos:323.8908,24.50769,-350.3265;rot:0,169.9854,0;m:field2;scl:0.4,0.4,0.4;;
i:field2_167;pos:327.1784,23.06981,-351.9275;rot:0,169.2346,0;m:field2;scl:0.4,0.4,0.4;;
i:field2_168;pos:321.6155,22.32321,-349.3485;rot:0,169.7345,0;m:field2;scl:0.4,0.4,0.4;;
i:tree2_169;pos:467.1927,178.2972,-13.19501;rot:0,118.9801,0;m:tree2;;
i:tree2_170;pos:423.3645,178.7692,-64.84597;rot:0,323.2287,0;m:tree2;;
i:tree2_171;pos:384.1088,179.1913,-108.8576;rot:0,293.9758,0;m:tree2;;
i:tree2_172;pos:391.7795,181.9659,-197.0381;rot:0,261.7252,0;m:tree2;;
i:tree2_173;pos:408.7851,178.7053,-272.7314;rot:0,255.9749,0;m:tree2;;
i:tree2_174;pos:411.3433,177.2919,-346.2261;rot:0,274.9733,0;m:tree2;;
i:tree2_175;pos:369.9272,176.1205,-419.1519;rot:0,282.4723,0;m:tree2;;
i:tree2_176;pos:267.9919,176.8193,-419.9291;rot:0,17.47082,0;m:tree2;;
i:tree2_177;pos:180.1977,176.5619,-345.3976;rot:0,36.71988,0;m:tree2;;
i:tree2_178;pos:220.236,169.6072,-173.5235;rot:0,34.96981,0;m:tree2;;
i:tree2_179;pos:130.7136,174.2406,-225.4976;rot:0,16.96924,0;m:tree2;;
i:tree2_180;pos:39.87783,174.6499,-326.9934;rot:0,20.46922,0;m:tree2;;
i:tree2_181;pos:-43.43458,181.4692,-394.4196;rot:0,20.46922,0;m:tree2;;
i:tree2_182;pos:-64.40405,166.6673,-418.4552;rot:0,323.4682,0;m:tree2;;
i:tree2_183;pos:15.61709,185.2276,-460.5274;rot:0,322.9679,0;m:tree2;;
i:tree2_184;pos:66.36693,174.6184,-406.2756;rot:0,331.2165,0;m:tree2;;
i:tree2_185;pos:146.3195,171.0191,-386.4056;rot:0,356.465,0;m:tree2;;
i:tree2_186;pos:63.51776,170.8336,-457.8141;rot:0,336.7139,0;m:tree2;;
i:tree2_187;pos:146.3876,170.1129,-437.1107;rot:0,340.4633,0;m:tree2;;
i:tree2_188;pos:201.3575,156.6711,-469.2984;rot:0,358.2122,0;m:tree2;;
i:tree2_189;pos:306.9304,175.7172,-496.3986;rot:0,338.2116,0;m:tree2;;
i:tree2_190;pos:390.5424,176.7851,-491.04;rot:0,305.7108,0;m:tree2;;
i:tree2_191;pos:479.7167,174.9075,-415.4532;rot:0,277.9589,0;m:tree2;;
i:tree2_192;pos:505.8863,174.6903,-294.2424;rot:0,274.4583,0;m:tree2;;
i:tree2_193;pos:460.9336,168.7178,-169.2185;rot:0,274.4583,0;m:tree2;;
i:tree2_194;pos:523.4606,168.9783,-81.33691;rot:0,333.2075,0;m:tree2;;
i:tree2_195;pos:530.5631,176.8679,33.10062;rot:0,294.4561,0;m:tree2;;
i:tree2_196;pos:603.2372,178.4488,98.55722;rot:0,252.2055,0;m:tree2;;
i:tree2_197;pos:603.8738,178.0955,9.547611;rot:0,248.2054,0;m:tree2;;
i:tree2_198;pos:565.6316,175.6427,-118.7512;rot:0,249.2053,0;m:tree2;;
