i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:-0.640758,21.16638,9.950245;rot:0,359.5382,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_42;pos:0,15,60;m:cuboid;scl:10,3,1;clr:255,0,100,255;;
i:cuboid_43;pos:180,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_44;pos:270,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_45;pos:360,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_46;pos:450,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_47;pos:540,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_48;pos:630,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_49;pos:720,35,870;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_50;pos:825,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_51;pos:735,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_52;pos:645,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_53;pos:555,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_54;pos:465,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_55;pos:390,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_56;pos:300,35,780;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_57;pos:180,35,690;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_58;pos:285,35,600;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_59;pos:180,35,510;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_60;pos:285,35,510;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_61;pos:330,35,735;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_62;pos:330,35,645;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_63;pos:135,35,645;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_64;pos:135,35,555;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_65;pos:330,35,555;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_66;pos:135,35,735;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_67;pos:135,35,825;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_68;pos:135,35,915;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_69;pos:870,35,825;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_70;pos:870,35,915;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_71;pos:270,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_72;pos:360,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_73;pos:450,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_74;pos:540,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_75;pos:630,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_76;pos:720,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_77;pos:810,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_78;pos:825,35,960;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_79;pos:135,35,465;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_80;pos:330,35,465;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_81;pos:330,35,375;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_82;pos:135,35,375;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_83;pos:195,35,375;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_84;pos:285,35,375;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_85;pos:135,35,285;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_86;pos:330,35,285;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_87;pos:135,35,195;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_88;pos:420,35,195;m:cuboid;scl:1,7,10;clr:255,0,100,255;;
i:cuboid_89;pos:180,35,150;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_90;pos:270,35,150;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_91;pos:360,35,150;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_92;pos:375,35,150;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_93;pos:240,35,330;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_94;pos:375,35,330;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_95;pos:465,35,240;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_96;pos:555,35,330;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_97;pos:555,35,240;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_98;pos:645,35,330;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_99;pos:645,35,240;m:cuboid;scl:10,7,1;clr:255,0,100,255;;
i:cuboid_100;pos:-15,35,90;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_101;pos:15,35,90;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_102;pos:0,35,120;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_103;pos:30,35,90;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_104;pos:-30,35,90;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_105;pos:0,35,135;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_106;pos:0,35,150;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_107;pos:0,35,165;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_108;pos:0,35,180;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_109;pos:0,35,195;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_110;pos:15,35,165;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_111;pos:-15,35,165;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_112;pos:-30,35,195;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_113;pos:30,35,195;m:cuboid;scl:1,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_114;pos:15,35,270;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_115;pos:-15,35,330;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_116;pos:15,35,390;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_117;pos:-15,35,450;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_118;pos:0,35,510;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_119;pos:-30,35,555;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_120;pos:30,35,555;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_121;pos:30,35,600;m:cuboid;scl:5,7,10;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_122;pos:-30,35,600;m:cuboid;scl:5,7,10;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_123;pos:-30,35,690;m:cuboid;scl:5,7,10;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_124;pos:30,35,690;m:cuboid;scl:5,7,10;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_125;pos:0,35,765;m:cuboid;scl:5,7,1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_126;pos:45,35,15;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_127;pos:-45,35,15;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_128;pos:0,35,-30;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_129;pos:45,35,105;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_130;pos:-45,35,105;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_131;pos:-45,35,195;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_132;pos:45,35,195;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_133;pos:45,35,285;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_134;pos:-45,35,285;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_135;pos:45,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_136;pos:-45,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_137;pos:45,35,465;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_138;pos:-45,35,465;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_139;pos:-45,35,555;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_140;pos:45,35,555;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_141;pos:-45,35,645;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_142;pos:45,35,645;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_143;pos:45,35,735;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_144;pos:-45,35,735;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_145;pos:45,35,825;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_146;pos:-45,35,825;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_147;pos:-45,35,915;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_148;pos:45,35,915;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_149;pos:45,35,1005;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_150;pos:-45,35,1005;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_151;pos:-45,35,1095;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_152;pos:-45,35,1185;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_153;pos:0,35,1230;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_154;pos:90,35,1230;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_155;pos:90,35,1140;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_156;pos:45,35,1125;m:cuboid;scl:1.05,7,4.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_157;pos:45,35,1080;m:cuboid;scl:1.05,7,7.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_158;pos:225,35,1185;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_159;pos:225,35,1095;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_160;pos:135,35,1095;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_161;pos:135,35,1005;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_162;pos:225,35,1005;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_163;pos:90,35,1095;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_164;pos:180,35,1230;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_165;pos:0,15,60;m:cuboid;scl:10.05,3,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_166;pos:180,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_167;pos:270,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_168;pos:360,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_169;pos:450,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_170;pos:540,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_171;pos:630,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_172;pos:720,35,870;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_173;pos:825,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_174;pos:735,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_175;pos:645,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_176;pos:555,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_177;pos:465,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_178;pos:390,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_179;pos:300,35,780;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_180;pos:180,35,690;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_181;pos:285,35,600;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_182;pos:180,35,510;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_183;pos:285,35,510;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_184;pos:330,35,735;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_185;pos:330,35,645;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_186;pos:135,35,645;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_187;pos:135,35,555;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_188;pos:330,35,555;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_189;pos:135,35,735;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_190;pos:135,35,825;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_191;pos:135,35,915;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_192;pos:870,35,825;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_193;pos:870,35,915;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_194;pos:270,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_195;pos:360,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_196;pos:450,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_197;pos:540,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_198;pos:630,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_199;pos:720,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_200;pos:810,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_201;pos:825,35,960;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_202;pos:135,35,465;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_203;pos:330,35,465;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_204;pos:330,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_205;pos:135,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_206;pos:195,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_207;pos:285,35,375;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_208;pos:135,35,285;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_209;pos:330,35,285;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_210;pos:135,35,195;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_211;pos:420,35,195;m:cuboid;scl:1.05,7,10.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_212;pos:180,35,150;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_213;pos:270,35,150;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_214;pos:360,35,150;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_215;pos:375,35,150;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_216;pos:240,35,330;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_217;pos:375,35,330;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_218;pos:465,35,240;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_219;pos:555,35,330;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_220;pos:555,35,240;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_221;pos:645,35,330;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_222;pos:645,35,240;m:cuboid;scl:10.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_223;pos:-15,35,90;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_224;pos:15,35,90;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_225;pos:0,35,120;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_226;pos:30,35,90;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_227;pos:-30,35,90;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_228;pos:0,35,135;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_229;pos:0,35,150;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_230;pos:0,35,165;m:cuboid;scl:1.05,7,1.05;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
