i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:0,510,-100;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:spawnhuman_1;pos:0,510,-100;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawntitan_3;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:cuboid_19;pos:2000,0,-3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_20;pos:3000,0,-3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_21;pos:4000,0,-3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_22;pos:-4000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_23;pos:-3000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_24;pos:-2000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_25;pos:-1000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_26;pos:0,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_27;pos:1000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_28;pos:2000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_29;pos:3000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_30;pos:4000,0,-2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_31;pos:-4000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_32;pos:-3000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_33;pos:-2000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_34;pos:-1000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_35;pos:0,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_36;pos:1000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_37;pos:2000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_38;pos:3000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_39;pos:4000,0,-1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_40;pos:-4000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_41;pos:-3000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_42;pos:-2000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_43;pos:-1000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_44;pos:0,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_45;pos:1000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_46;pos:2000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_47;pos:3000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_48;pos:4000,0,0;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_49;pos:-4000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_50;pos:-3000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_51;pos:-2000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_52;pos:-1000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_53;pos:0,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_54;pos:1000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_55;pos:2000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_56;pos:3000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_57;pos:4000,0,1000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_58;pos:-4000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_59;pos:-3000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_60;pos:-2000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_61;pos:-1000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_62;pos:0,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_63;pos:1000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_64;pos:2000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_65;pos:3000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_66;pos:4000,0,2000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_67;pos:-4000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_68;pos:-3000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_69;pos:-2000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_70;pos:-1000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_71;pos:0,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_72;pos:1000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_73;pos:2000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_74;pos:3000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_75;pos:4000,0,3000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_76;pos:-4000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_77;pos:-3000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_78;pos:-2000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_79;pos:-1000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_80;pos:0,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_81;pos:1000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_82;pos:2000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_83;pos:3000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_84;pos:4000,0,4000;rot:0,180,0;m:cuboid;scl:100,3,100;t:rock1;til:5,5;;
i:cuboid_85;pos:0,-30,0;rot:0,180,0;m:cuboid;scl:900,3,900;mat:transparent;;
i:cuboid_86;pos:0,0,-4485;rot:0,180,0;m:cuboid;scl:900,900,3;mat:transparent;clr:0,0,0,200;;
i:cuboid_87;pos:0,0,4485;rot:0,180,0;m:cuboid;scl:900,900,3;mat:transparent;clr:0,0,0,200;;
i:cuboid_88;pos:-4485,0,0;rot:0,180,0;m:cuboid;scl:3,900,900;mat:transparent;clr:0,0,0,200;;
i:cuboid_89;pos:4485,0,0;rot:0,180,0;m:cuboid;scl:3,900,900;mat:transparent;clr:0,0,0,200;;
i:cuboid_90;pos:0,4485,0;rot:0,180,0;m:cuboid;scl:900,3,900;mat:transparent;clr:0,0,0,200;;
i:cuboid_91;pos:0,305,500;rot:0,180,0;m:cuboid;scl:3,1,3;t:rock3;til:5,5;;
i:cuboid_92;pos:0,500,0;rot:0,180,0;m:cuboid;scl:10,1,30;t:rock1;til:5,5;;
i:cuboid_93;pos:0,450,200;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_94;pos:0,400,100;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_95;pos:100,350,100;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_96;pos:0,300,100;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_97;pos:0,300,500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_98;pos:0,350,500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_99;pos:0,385,545;rot:0,180,0;m:cuboid;scl:1,6,1;t:rock1;til:5,5;;
i:cuboid_100;pos:0,420,500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_101;pos:0,350,1200;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_102;pos:0,385,1155;rot:0,180,0;m:cuboid;scl:1,6,1;t:rock1;til:5,5;;
i:cuboid_103;pos:0,420,1200;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_104;pos:0,460,1200;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_105;pos:0,350,1350;rot:0,180,0;m:cuboid;scl:20,1,20;t:rock1;til:5,5;;
i:cuboid_106;pos:0,420,1350;rot:0,180,0;m:cuboid;scl:20,1,20;t:rock1;til:5,5;;
i:cuboid_107;pos:95,385,1350;rot:0,180,0;m:cuboid;scl:1,6,20;t:rock1;til:5,5;;
i:cuboid_108;pos:-95,385,1350;rot:0,180,0;m:cuboid;scl:1,6,20;t:rock1;til:5,5;;
i:cuboid_109;pos:0,350,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_110;pos:0,420,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_111;pos:0,389,1565;rot:0,180,0;m:cuboid;scl:4,1,2;t:rock3;;
i:cuboid_112;pos:0,329.04,1599.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_113;pos:0,399.04,1599.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_114;pos:0,329.04,1599.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_115;pos:0,399.04,1599.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_116;pos:0,279.04,1699.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_117;pos:0,349.04,1699.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_118;pos:0,279.04,1699.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_119;pos:0,349.04,1699.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_120;pos:0,329.04,1799.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_121;pos:0,399.04,1799.3;rot:337.3801,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_122;pos:0,329.04,1799.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_123;pos:0,399.04,1799.3;rot:22.61987,180,0;m:cuboid;scl:10,1,11;t:rock1;til:5,5;;
i:cuboid_124;pos:0,350,1800;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_125;pos:0,370,1800;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_126;pos:0,360,1800;rot:0,180,0;m:cuboid;t:rock1;;
i:cuboid_127;pos:20,360,1800;rot:0,180,0;m:cuboid;t:rock1;;
i:cuboid_128;pos:-20,360,1800;rot:0,180,0;m:cuboid;t:rock1;;
i:cuboid_129;pos:40,360,1800;rot:0,180,0;m:cuboid;t:rock1;;
i:cuboid_130;pos:-40,360,1800;rot:0,180,0;m:cuboid;t:rock1;;
i:cuboid_131;pos:0,420,1699.3;rot:0,180,0;m:cuboid;scl:10,1,30;t:rock1;til:5,5;;
i:cuboid_132;pos:0,420,1900;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_133;pos:0,389,1835;rot:0,180,0;m:cuboid;scl:4,1,2;t:rock3;;
i:cuboid_134;pos:0,315,1900;rot:0,180,0;m:cuboid;scl:0.5,20,0.5;t:rock1;til:5,5;;
i:cuboid_135;pos:0,210,1900;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_136;pos:0,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_137;pos:100,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_138;pos:200,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_139;pos:300,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_140;pos:400,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_141;pos:500,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_142;pos:600,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_143;pos:1000,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_144;pos:1000,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_145;pos:1400,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_146;pos:1400,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_147;pos:1800,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_148;pos:1800,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_149;pos:0,267,1660;rot:0,180,0;m:cuboid;scl:4,1,2;t:rock3;;
i:pyramid_150;pos:100,237.5,1500;rot:0,0,180;m:pyramid;scl:2,2,2;t:rock1;til:5,5;;
i:pyramid_151;pos:100,237.5,1470;rot:0,0,180;m:pyramid;scl:2,2,2;t:rock1;til:5,5;;
i:pyramid_152;pos:100,237.5,1530;rot:0,0,180;m:pyramid;scl:2,2,2;t:rock1;til:5,5;;
i:pyramid_153;pos:200,230,1485;rot:0,180,0;m:pyramid;scl:2,2,2;t:rock1;til:5,5;;
i:pyramid_154;pos:200,230,1515;rot:0,180,0;m:pyramid;scl:2,2,2;t:rock1;til:5,5;;
i:cuboid_155;pos:280,230,1500;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_156;pos:280,230,1520;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_157;pos:280,230,1540;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_158;pos:280,230,1480;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_159;pos:280,230,1460;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_160;pos:320,230,1510;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_161;pos:320,230,1530;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_162;pos:320,230,1490;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_163;pos:320,230,1470;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_164;pos:380,240,1500;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_165;pos:380,240,1520;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_166;pos:380,240,1540;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_167;pos:380,240,1480;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_168;pos:380,240,1460;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_169;pos:420,240,1510;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_170;pos:420,240,1530;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_171;pos:420,240,1490;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_172;pos:420,240,1470;rot:0,0,180;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cylinder_173;pos:500,230,1500;rot:0,0,180;m:cylinder;scl:1,2.5,1;t:rock1;til:5,5;;
i:cylinder_174;pos:600,240,1500;rot:0,0,180;m:cylinder;scl:1,2.5,1;t:rock1;til:5,5;;
i:cuboid_175;pos:1000,235,1500;rot:326.6015,180,0;m:cuboid;scl:10,1,9;t:rock1;til:5,5;;
i:cuboid_176;pos:1000,235,1500;rot:33.39848,180,0;m:cuboid;scl:10,1,9;t:rock1;til:5,5;;
i:cuboid_177;pos:1400,235,1500;rot:0,180,0;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_178;pos:1800,235,1500;rot:0,180,0;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_179;pos:2700,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_180;pos:2700,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_181;pos:2800,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_182;pos:2800,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_183;pos:2900,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_184;pos:2900,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_185;pos:3000,210,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_186;pos:3000,260,1500;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_187;pos:2655,225,1500;rot:0,180,0;m:cuboid;scl:1,2,10;t:rock1;til:5,5;;
i:cuboid_188;pos:2655,250,1500;rot:0,180,0;m:cuboid;scl:1,1,10;t:rock1;til:5,5;;
i:cuboid_189;pos:2700,245,1500;rot:0,180,0;m:cuboid;scl:1,2.5,10;t:rock1;til:5,5;;
i:cuboid_190;pos:2745,225,1500;rot:0,180,0;m:cuboid;scl:1,2.5,10;t:rock1;til:5,5;;
i:cylinder_191;pos:2800,235,1500;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_192;pos:2800,235,1532.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_193;pos:2800,245,1467.5;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_194;pos:2800,220,1467.5;rot:0,180,0;m:cylinder;scl:3.5,0.5,3.5;t:rock1;til:5,5;;
i:cylinder_195;pos:2845,235,1500;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_196;pos:2845,235,1467.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_197;pos:2845,245,1532.5;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_198;pos:2845,220,1532.5;rot:0,180,0;m:cylinder;scl:3.5,0.5,3.5;t:rock1;til:5,5;;
i:cylinder_199;pos:2900,235,1532.5;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_200;pos:2900,235,1467.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_201;pos:2900,245,1500;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_202;pos:2900,220,1500;rot:0,180,0;m:cylinder;scl:3.5,0.5,3.5;t:rock1;til:5,5;;
i:cylinder_203;pos:2945,235,1532.5;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_204;pos:2945,235,1467.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_205;pos:2945,245,1500;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_206;pos:2945,222.5,1500;rot:0,180,0;m:cylinder;scl:3.5,0.75,3.5;t:rock1;til:5,5;;
i:cylinder_207;pos:2980,235,1532.5;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_208;pos:2980,235,1467.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_209;pos:2980,245,1500;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_210;pos:2980,222.5,1500;rot:0,180,0;m:cylinder;scl:3.5,0.75,3.5;t:rock1;til:5,5;;
i:cylinder_211;pos:3015,235,1532.5;rot:0,180,0;m:cylinder;scl:3.1,2.5,3.1;t:rock1;til:5,5;;
i:cylinder_212;pos:3015,235,1467.5;rot:0,180,0;m:cylinder;scl:3.5,2.5,3.5;t:rock1;til:5,5;;
i:cylinder_213;pos:3015,245,1500;rot:0,180,0;m:cylinder;scl:3.5,1,3.5;t:rock1;til:5,5;;
i:cylinder_214;pos:3015,222.5,1500;rot:0,180,0;m:cylinder;scl:3.5,0.75,3.5;t:rock1;til:5,5;;
i:cuboid_215;pos:0,502.5,-100;rot:0,180,0;m:cuboid;scl:10,1,10;t:rock1;til:5,5;;
i:cuboid_216;pos:25,385,850;rot:0,180,0;m:cuboid;scl:1,6,1;t:rock1;til:5,5;;
i:cuboid_217;pos:-25,385,850;rot:0,180,0;m:cuboid;scl:1,6,1;t:rock1;til:5,5;;
i:cuboid_218;pos:0,385,850;rot:0,180,0;m:cuboid;scl:1,6,1;t:rock1;til:5,5;;
i:cuboid_219;pos:0,530,-55;rot:0,180,0;m:cuboid;scl:1,5,1;t:rock1;til:5,5;;
i:cuboid_220;pos:2640,215,1500;rot:0,180,0;m:cuboid;scl:2,1,2;t:rock3;;
i:cuboid_221;pos:0,500,75;rot:0,180,0;m:cuboid;scl:10.1,1.1,25.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_222;pos:0,450,175;rot:0,180,0;m:cuboid;scl:10.1,1.1,15.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_223;pos:25,400,100;rot:0,180,0;m:cuboid;scl:15.1,1.1,10.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_224;pos:75,350,100;rot:0,180,0;m:cuboid;scl:15.1,1.1,10.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_225;pos:0,300,100;rot:0,180,0;m:cuboid;scl:10.1,1.1,10.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_226;pos:0,300,300;rot:0,180,0;m:cuboid;scl:10.1,1.1,30.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_227;pos:0,350,300;rot:0,180,0;m:cuboid;scl:10.1,1.1,30.1;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
