i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:tube_14;pos:93.5822,1200,257.115;rot:90,219.9911,0;m:tube;scl:14,11,14;mat:transparent;clr:76,178,0,200;;
i:tube_15;pos:142.885,1200,306.4178;rot:90,229.9985,0;m:tube;scl:14,11,14;mat:transparent;clr:63,191,0,200;;
i:tube_16;pos:200,1200,346.4102;rot:89.97202,240.0043,0;m:tube;scl:14,11,14;mat:transparent;clr:51,204,0,200;;
i:tube_17;pos:263.192,1200,375.877;rot:90,250.0053,0;m:tube;scl:14,11,14;mat:transparent;clr:38,216,0,200;;
i:tube_18;pos:330.5408,1200,393.9232;rot:90,259.995,0;m:tube;scl:14,11,14;mat:transparent;clr:25,229,0,200;;
i:tube_19;pos:400,1200,400;rot:90,270,0;m:tube;scl:14,11,14;mat:transparent;clr:12,242,0,200;;
i:tube_20;pos:400,1200,400;rot:0,180,270;m:tube;scl:14,11,14;mat:transparent;clr:0,255,0,200;;
i:tube_21;pos:469.4592,1206.077,400;rot:0,180,260.0044;m:tube;scl:14,11,14;mat:transparent;clr:0,242,12,200;;
i:tube_22;pos:536.808,1225.23,400;rot:0,180,249.9991;m:tube;scl:14,11,14;mat:transparent;clr:0,229,25,200;;
i:tube_23;pos:600,1253.59,400;rot:0,180,240.0015;m:tube;scl:14,11,14;mat:transparent;clr:0,216,38,200;;
i:tube_24;pos:657.115,1293.582,400;rot:0,180,229.9985;m:tube;scl:14,11,14;mat:transparent;clr:0,204,51,200;;
i:tube_25;pos:706.4178,1342.885,400;rot:0,180,219.9975;m:tube;scl:14,11,14;mat:transparent;clr:0,188,63,200;;
i:tube_26;pos:746.4102,1400,400;rot:0,180,209.9986;m:tube;scl:14,11,14;mat:transparent;clr:0,178,76,200;;
i:tube_27;pos:775.877,1463.192,400;rot:0,180,199.9947;m:tube;scl:14,11,14;mat:transparent;clr:0,165,89,200;;
i:tube_28;pos:793.9232,1530.541,400;rot:0,180,190.005;m:tube;scl:14,11,14;mat:transparent;clr:0,153,102,200;;
i:tube_29;pos:800,1600,400;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:0,140,114,200;;
i:tube_30;pos:800,1600,400;m:tube;scl:14,11,14;mat:transparent;clr:0,127,127,200;;
i:tube_31;pos:800,1669.459,393.9232;rot:349.995,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,114,140,200;;
i:tube_32;pos:800,1736.808,375.877;rot:340.0053,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,102,153,200;;
i:tube_33;pos:800,1800,346.4102;rot:327.0668,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,89,165,200;;
i:tube_34;pos:800,1857.115,306.4178;rot:320.0024,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,76,178,200;;
i:tube_35;pos:800,1906.418,257.115;rot:310.0015,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,63,191,200;;
i:tube_36;pos:800,1946.41,200;rot:299.9985,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,51,204,200;;
i:tube_37;pos:800,1975.877,136.808;rot:290.0009,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,38,216,200;;
i:tube_38;pos:800,1993.923,69.4592;rot:279.9956,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,25,229,200;;
i:tube_39;pos:800,2000,0;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,12,242,200;;
i:tube_40;pos:800,2000,0;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,0,255,200;;
i:tube_41;pos:800,1993.923,-69.4592;rot:279.9956,180,180;m:tube;scl:14,11,14;mat:transparent;clr:12,0,242,200;;
i:tube_42;pos:800,1975.877,-136.808;rot:290.0009,180,180;m:tube;scl:14,11,14;mat:transparent;clr:25,0,229,200;;
i:tube_43;pos:800,1946.41,-200;rot:299.9985,180,180;m:tube;scl:14,11,14;mat:transparent;clr:38,0,216,200;;
i:tube_44;pos:800,1906.418,-257.115;rot:310.0015,180,180;m:tube;scl:14,11,14;mat:transparent;clr:51,0,204,200;;
i:tube_45;pos:800,1857.115,-306.4178;rot:320.0024,180,180;m:tube;scl:14,11,14;mat:transparent;clr:63,0,188,200;;
i:tube_46;pos:800,1800,-346.4102;rot:330.0013,180,180;m:tube;scl:14,11,14;mat:transparent;clr:76,0,178,200;;
i:tube_47;pos:800,1736.808,-374.77;rot:340.0053,180,180;m:tube;scl:14,11,14;mat:transparent;clr:89,0,165,200;;
i:tube_48;pos:800,1669.459,-393.9232;rot:349.995,180,180;m:tube;scl:14,11,14;mat:transparent;clr:102,0,153,200;;
i:tube_49;pos:800,1600,-400;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:114,0,140,200;;
i:tube_50;pos:800,1600,-400;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:127,0,127,200;;
i:tube_51;pos:800,1530.541,-393.9232;rot:10.005,180,180;m:tube;scl:14,11,14;mat:transparent;clr:140,0,114,200;;
i:tube_52;pos:800,1463.192,-374.77;rot:19.99472,180,180;m:tube;scl:14,11,14;mat:transparent;clr:153,0,102,200;;
i:tube_53;pos:800,1400,-346.4102;rot:29.99866,180,180;m:tube;scl:14,11,14;mat:transparent;clr:165,0,89,200;;
i:tube_54;pos:800,1342.885,-306.4178;rot:39.99755,180,180;m:tube;scl:14,11,14;mat:transparent;clr:178,0,76,200;;
i:tube_55;pos:800,1293.582,-257.115;rot:49.99849,180,180;m:tube;scl:14,11,14;mat:transparent;clr:191,0,63,200;;
i:tube_56;pos:800,1253.59,-200;rot:60.00146,180,180;m:tube;scl:14,11,14;mat:transparent;clr:204,0,51,200;;
i:tube_57;pos:800,1225.23,-136.808;rot:69.99909,180,180;m:tube;scl:14,11,14;mat:transparent;clr:216,0,38,200;;
i:tube_58;pos:800,1206.077,-69.4592;rot:80.00439,180,180;m:tube;scl:14,11,14;mat:transparent;clr:229,0,25,200;;
i:tube_59;pos:800,1200,0;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:242,0,12,200;;
i:tube_60;pos:800,1200,66.66;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:255,0,0,200;;
i:tube_61;pos:800,1200,133.32;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:242,12,0,200;;
i:tube_62;pos:800,1200,200;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:229,25,0,200;;
i:tube_63;pos:800,1200,266.66;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:216,38,0,200;;
i:tube_64;pos:800,1200,333.32;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:204,51,0,200;;
i:tube_65;pos:800,1200,400;rot:90,180,0;m:tube;scl:14,11,14;mat:transparent;clr:188,63,0,200;;
i:tube_66;pos:793.9232,1200,469.4592;rot:90,170.0044,0;m:tube;scl:14,11,14;mat:transparent;clr:178,76,0,200;;
i:tube_67;pos:775.877,1200,536.808;rot:89.98022,159.9991,0;m:tube;scl:14,11,14;mat:transparent;clr:165,89,0,200;;
i:tube_68;pos:746.4102,1200,600;rot:90,150.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:153,102,0,200;;
i:tube_69;pos:706.4178,1200,657.115;rot:90,140.0089,0;m:tube;scl:14,11,14;mat:transparent;clr:140,114,0,200;;
i:tube_70;pos:657.115,1200,706.4178;rot:90,130.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:127,127,0,200;;
i:tube_71;pos:600,1200,746.4102;rot:89.97202,119.9957,0;m:tube;scl:14,11,14;mat:transparent;clr:114,140,0,200;;
i:tube_72;pos:536.808,1200,775.877;rot:90,109.9947,0;m:tube;scl:14,11,14;mat:transparent;clr:102,153,0,200;;
i:tube_73;pos:469.4592,1200,793.9232;rot:90,100.005,0;m:tube;scl:14,11,14;mat:transparent;clr:89,165,0,200;;
i:tube_74;pos:400,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:76,178,0,200;;
i:tube_75;pos:333.32,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:63,191,0,200;;
i:tube_76;pos:266.66,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:51,204,0,200;;
i:tube_77;pos:200,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:38,216,0,200;;
i:tube_78;pos:133.32,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:25,229,0,200;;
i:tube_79;pos:66.66,1200,800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:12,242,0,200;;
i:tube_80;pos:0,1200,800;rot:0,180,270;m:tube;scl:14,11,14;mat:transparent;clr:0,255,0,200;;
i:tube_81;pos:-69.4592,1206.077,800;rot:0,180,279.9956;m:tube;scl:14,11,14;mat:transparent;clr:0,242,12,200;;
i:tube_82;pos:-136.808,1225.23,800;rot:0,180,290.0009;m:tube;scl:14,11,14;mat:transparent;clr:0,229,25,200;;
i:tube_83;pos:-200,1253.59,800;rot:0,180,299.9985;m:tube;scl:14,11,14;mat:transparent;clr:0,216,38,200;;
i:tube_84;pos:-257.115,1293.582,800;rot:0,180,310.0015;m:tube;scl:14,11,14;mat:transparent;clr:0,204,51,200;;
i:tube_85;pos:-306.4178,1342.885,800;rot:0,180,320.0025;m:tube;scl:14,11,14;mat:transparent;clr:0,188,63,200;;
i:tube_86;pos:-346.4102,1400,800;rot:0,180,327.0668;m:tube;scl:14,11,14;mat:transparent;clr:0,178,76,200;;
i:tube_87;pos:-375.877,1463.192,800;rot:0,180,340.0053;m:tube;scl:14,11,14;mat:transparent;clr:0,165,89,200;;
i:tube_88;pos:-393.9232,1530.541,800;rot:0,180,349.995;m:tube;scl:14,11,14;mat:transparent;clr:0,153,102,200;;
i:tube_89;pos:-400,1600,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,140,114,200;;
i:tube_90;pos:-400,1666.66,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,127,127,200;;
i:tube_91;pos:-400,1733.32,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,114,140,200;;
i:tube_92;pos:-400,1800,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,102,153,200;;
i:tube_93;pos:-400,1866.66,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,89,165,200;;
i:tube_94;pos:-400,1933.32,800;rot:0,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,76,178,200;;
i:tube_95;pos:-400,2000,800;m:tube;scl:14,11,14;mat:transparent;clr:0,63,191,200;;
i:tube_96;pos:-400,2069.459,793.9232;rot:349.995,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,51,204,200;;
i:tube_97;pos:-400,2136.808,775.877;rot:340.0053,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,38,216,200;;
i:tube_98;pos:-400,2200,746.4102;rot:327.0668,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,25,229,200;;
i:tube_99;pos:-400,2257.115,706.4178;rot:320.0024,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,12,242,200;;
i:tube_100;pos:-400,2306.418,657.115;rot:310.0015,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,0,255,200;;
i:tube_101;pos:-400,2346.41,600;rot:299.9985,0,0;m:tube;scl:14,11,14;mat:transparent;clr:12,0,242,200;;
i:tube_102;pos:-400,2375.877,536.808;rot:290.0009,0,0;m:tube;scl:14,11,14;mat:transparent;clr:25,0,229,200;;
i:tube_103;pos:-400,2393.923,469.4592;rot:279.9956,0,0;m:tube;scl:14,11,14;mat:transparent;clr:38,0,216,200;;
i:tube_104;pos:-400,2400,400;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:51,0,204,200;;
i:tube_105;pos:-400,2400,400;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:63,0,188,200;;
i:tube_106;pos:-400,2393.923,330.5408;rot:279.9956,180,180;m:tube;scl:14,11,14;mat:transparent;clr:76,0,178,200;;
i:tube_107;pos:-400,2375.877,263.192;rot:290.0009,180,180;m:tube;scl:14,11,14;mat:transparent;clr:89,0,165,200;;
i:tube_108;pos:-400,2346.41,200;rot:299.9985,180,180;m:tube;scl:14,11,14;mat:transparent;clr:102,0,153,200;;
i:tube_109;pos:-400,2306.418,142.885;rot:310.0015,180,180;m:tube;scl:14,11,14;mat:transparent;clr:114,0,140,200;;
i:tube_110;pos:-400,2257.115,93.5822;rot:320.0024,180,180;m:tube;scl:14,11,14;mat:transparent;clr:127,0,127,200;;
i:tube_111;pos:-400,2200,53.5898;rot:330.0013,180,180;m:tube;scl:14,11,14;mat:transparent;clr:140,0,114,200;;
i:tube_112;pos:-400,2136.808,25.23;rot:340.0053,180,180;m:tube;scl:14,11,14;mat:transparent;clr:153,0,102,200;;
i:tube_113;pos:-400,2069.459,6.0768;rot:349.995,180,180;m:tube;scl:14,11,14;mat:transparent;clr:165,0,89,200;;
i:tube_114;pos:-400,2000,0;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:178,0,76,200;;
i:tube_115;pos:-400,2000,0;m:tube;scl:14,11,14;mat:transparent;clr:191,0,63,200;;
i:tube_116;pos:-400,1930.541,-6.0768;rot:10.005,0,0;m:tube;scl:14,11,14;mat:transparent;clr:204,0,51,200;;
i:tube_117;pos:-400,1863.192,-24.123;rot:19.99472,0,0;m:tube;scl:14,11,14;mat:transparent;clr:216,0,38,200;;
i:tube_118;pos:-400,1800,-53.5898;rot:32.93317,0,0;m:tube;scl:14,11,14;mat:transparent;clr:229,0,25,200;;
i:tube_119;pos:-400,1742.885,-93.5822;rot:39.99755,0,0;m:tube;scl:14,11,14;mat:transparent;clr:242,0,12,200;;
i:tube_120;pos:-400,1693.582,-142.885;rot:49.99849,0,0;m:tube;scl:14,11,14;mat:transparent;clr:255,0,0,200;;
i:tube_121;pos:-400,1653.59,-200;rot:60.00146,0,0;m:tube;scl:14,11,14;mat:transparent;clr:242,12,0,200;;
i:tube_122;pos:-400,1625.23,-263.192;rot:69.99909,0,0;m:tube;scl:14,11,14;mat:transparent;clr:229,25,0,200;;
i:tube_123;pos:-400,1606.077,-330.5408;rot:80.00439,0,0;m:tube;scl:14,11,14;mat:transparent;clr:216,38,0,200;;
i:tube_124;pos:-400,1600,-400;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:204,51,0,200;;
i:tube_125;pos:-400,1600,-400;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:188,63,0,200;;
i:tube_126;pos:-393.9232,1600,-469.4592;rot:90,350.0044,0;m:tube;scl:14,11,14;mat:transparent;clr:178,76,0,200;;
i:tube_127;pos:-375.877,1600,-536.808;rot:89.98022,339.9991,0;m:tube;scl:14,11,14;mat:transparent;clr:165,89,0,200;;
i:tube_128;pos:-346.4102,1600,-600;rot:89.97202,330.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:153,102,0,200;;
i:tube_129;pos:-306.4178,1600,-657.115;rot:90,320.0089,0;m:tube;scl:14,11,14;mat:transparent;clr:140,114,0,200;;
i:tube_130;pos:-257.115,1600,-706.4178;rot:90,310.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:127,127,0,200;;
i:tube_131;pos:-200,1600,-746.4102;rot:89.97202,299.9957,0;m:tube;scl:14,11,14;mat:transparent;clr:114,140,0,200;;
i:tube_132;pos:-136.808,1600,-774.77;rot:90,289.9947,0;m:tube;scl:14,11,14;mat:transparent;clr:102,153,0,200;;
i:tube_133;pos:-69.4592,1600,-793.9232;rot:90,280.005,0;m:tube;scl:14,11,14;mat:transparent;clr:89,165,0,200;;
i:tube_134;pos:0,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:76,178,0,200;;
i:tube_135;pos:66.66,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:63,191,0,200;;
i:tube_136;pos:133.32,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:51,204,0,200;;
i:tube_137;pos:200,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:38,216,0,200;;
i:tube_138;pos:266.66,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:25,229,0,200;;
i:tube_139;pos:333.32,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:12,242,0,200;;
i:tube_140;pos:400,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,255,0,200;;
i:tube_141;pos:466.66,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,242,12,200;;
i:tube_142;pos:533.32,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,229,25,200;;
i:tube_143;pos:600,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,216,38,200;;
i:tube_144;pos:666.66,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,204,51,200;;
i:tube_145;pos:733.32,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,188,63,200;;
i:tube_146;pos:800,1600,-800;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:0,178,76,200;;
i:tube_147;pos:869.4592,1600,-793.9232;rot:90,79.995,0;m:tube;scl:14,11,14;mat:transparent;clr:0,165,89,200;;
i:tube_148;pos:936.808,1600,-774.77;rot:90,70.00528,0;m:tube;scl:14,11,14;mat:transparent;clr:0,153,102,200;;
i:tube_149;pos:1000,1600,-746.4102;rot:89.97202,60.00431,0;m:tube;scl:14,11,14;mat:transparent;clr:0,140,114,200;;
i:tube_150;pos:1057.115,1600,-706.4178;rot:90,49.99854,0;m:tube;scl:14,11,14;mat:transparent;clr:0,127,127,200;;
i:tube_151;pos:1106.418,1600,-657.115;rot:90,39.99113,0;m:tube;scl:14,11,14;mat:transparent;clr:0,114,140,200;;
i:tube_152;pos:1146.41,1600,-600;rot:89.97202,29.99855,0;m:tube;scl:14,11,14;mat:transparent;clr:0,102,153,200;;
i:tube_153;pos:1175.877,1600,-536.808;rot:89.98022,20.00094,0;m:tube;scl:14,11,14;mat:transparent;clr:0,89,165,200;;
i:tube_154;pos:1193.923,1600,-469.4592;rot:90,9.995639,0;m:tube;scl:14,11,14;mat:transparent;clr:0,76,178,200;;
i:tube_155;pos:1200,1600,-400;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,63,191,200;;
i:tube_156;pos:1200,1600,-400;rot:90,180,0;m:tube;scl:14,11,14;mat:transparent;clr:0,51,204,200;;
i:tube_157;pos:1193.923,1600,-330.5408;rot:90,170.0044,0;m:tube;scl:14,11,14;mat:transparent;clr:0,38,216,200;;
i:tube_158;pos:1175.877,1600,-263.192;rot:89.98022,159.9991,0;m:tube;scl:14,11,14;mat:transparent;clr:0,25,229,200;;
i:tube_159;pos:1146.41,1600,-200;rot:90,150.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:0,12,242,200;;
i:tube_160;pos:1106.418,1600,-142.885;rot:90,140.0089,0;m:tube;scl:14,11,14;mat:transparent;clr:0,0,255,200;;
i:tube_161;pos:1057.115,1600,-93.5822;rot:90,130.0015,0;m:tube;scl:14,11,14;mat:transparent;clr:12,0,242,200;;
i:tube_162;pos:1000,1600,-53.5898;rot:89.97202,119.9957,0;m:tube;scl:14,11,14;mat:transparent;clr:25,0,229,200;;
i:tube_163;pos:936.808,1600,-24.123;rot:90,109.9947,0;m:tube;scl:14,11,14;mat:transparent;clr:38,0,216,200;;
i:tube_164;pos:869.4592,1600,-6.0768;rot:90,100.005,0;m:tube;scl:14,11,14;mat:transparent;clr:51,0,204,200;;
i:tube_165;pos:800,1600,0;rot:90,90,0;m:tube;scl:14,11,14;mat:transparent;clr:63,0,188,200;;
i:tube_166;pos:800,1600,0;rot:90,270,0;m:tube;scl:14,11,14;mat:transparent;clr:76,0,178,200;;
i:tube_167;pos:730.5408,1600,-6.0768;rot:90,259.995,0;m:tube;scl:14,11,14;mat:transparent;clr:89,0,165,200;;
i:tube_168;pos:663.192,1600,-24.123;rot:90,250.0053,0;m:tube;scl:14,11,14;mat:transparent;clr:102,0,153,200;;
i:tube_169;pos:600,1600,-53.5898;rot:89.97202,240.0043,0;m:tube;scl:14,11,14;mat:transparent;clr:114,0,140,200;;
i:tube_170;pos:542.885,1600,-93.5822;rot:90,229.9985,0;m:tube;scl:14,11,14;mat:transparent;clr:127,0,127,200;;
i:tube_171;pos:493.5822,1600,-142.885;rot:90,219.9911,0;m:tube;scl:14,11,14;mat:transparent;clr:140,0,114,200;;
i:tube_172;pos:453.5898,1600,-200;rot:90,209.9985,0;m:tube;scl:14,11,14;mat:transparent;clr:153,0,102,200;;
i:tube_173;pos:424.123,1600,-263.192;rot:89.98022,200.0009,0;m:tube;scl:14,11,14;mat:transparent;clr:165,0,89,200;;
i:tube_174;pos:406.0768,1600,-330.5408;rot:90,189.9956,0;m:tube;scl:14,11,14;mat:transparent;clr:178,0,76,200;;
i:tube_175;pos:400,1600,-400;rot:90,180,0;m:tube;scl:14,11,14;mat:transparent;clr:191,0,63,200;;
i:tube_176;pos:400,1600,-400;rot:90,0,0;m:tube;scl:14,11,14;mat:transparent;clr:204,0,51,200;;
i:tube_177;pos:400,1606.077,-469.4592;rot:80.00439,180,180;m:tube;scl:14,11,14;mat:transparent;clr:216,0,38,200;;
i:tube_178;pos:400,1625.23,-536.808;rot:69.99909,180,180;m:tube;scl:14,11,14;mat:transparent;clr:229,0,25,200;;
i:tube_179;pos:400,1653.59,-600;rot:60.00146,180,180;m:tube;scl:14,11,14;mat:transparent;clr:242,0,12,200;;
i:tube_180;pos:400,1693.582,-657.115;rot:49.99849,180,180;m:tube;scl:14,11,14;mat:transparent;clr:255,0,0,200;;
i:tube_181;pos:400,1742.885,-706.4178;rot:39.99755,180,180;m:tube;scl:14,11,14;mat:transparent;clr:242,12,0,200;;
i:tube_182;pos:400,1800,-746.4102;rot:29.99866,180,180;m:tube;scl:14,11,14;mat:transparent;clr:229,25,0,200;;
i:tube_183;pos:400,1863.192,-774.77;rot:19.99472,180,180;m:tube;scl:14,11,14;mat:transparent;clr:216,38,0,200;;
i:tube_184;pos:400,1930.541,-793.9232;rot:10.005,180,180;m:tube;scl:14,11,14;mat:transparent;clr:204,51,0,200;;
i:tube_185;pos:400,2000,-800;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:188,63,0,200;;
i:tube_186;pos:400,2000,-800;rot:0,180,180;m:tube;scl:14,11,14;mat:transparent;clr:178,76,0,200;;
i:tube_187;pos:400,2069.459,-793.9232;rot:349.995,180,180;m:tube;scl:14,11,14;mat:transparent;clr:165,89,0,200;;
i:tube_188;pos:400,2136.808,-774.77;rot:340.0053,180,180;m:tube;scl:14,11,14;mat:transparent;clr:153,102,0,200;;
i:tube_189;pos:400,2200,-746.4102;rot:330.0013,180,180;m:tube;scl:14,11,14;mat:transparent;clr:140,114,0,200;;
i:tube_190;pos:400,2257.115,-706.4178;rot:320.0024,180,180;m:tube;scl:14,11,14;mat:transparent;clr:127,127,0,200;;
i:tube_191;pos:400,2306.418,-657.115;rot:310.0015,180,180;m:tube;scl:14,11,14;mat:transparent;clr:114,140,0,200;;
i:tube_192;pos:400,2346.41,-600;rot:299.9985,180,180;m:tube;scl:14,11,14;mat:transparent;clr:102,153,0,200;;
i:tube_193;pos:400,2375.877,-536.808;rot:290.0009,180,180;m:tube;scl:14,11,14;mat:transparent;clr:89,165,0,200;;
i:tube_194;pos:400,2393.923,-469.4592;rot:279.9956,180,180;m:tube;scl:14,11,14;mat:transparent;clr:76,178,0,200;;
i:tube_195;pos:400,2400,-400;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:63,191,0,200;;
i:tube_196;pos:400,2400,-333.32;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:51,204,0,200;;
i:tube_197;pos:400,2400,-266.66;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:38,216,0,200;;
i:tube_198;pos:400,2400,-200;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:25,229,0,200;;
i:tube_199;pos:400,2400,-133.32;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:12,242,0,200;;
i:tube_200;pos:400,2400,-66.66;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,255,0,200;;
i:tube_201;pos:400,2400,0;rot:270,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,242,12,200;;
i:tube_202;pos:400,2393.923,69.4592;rot:279.9956,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,229,25,200;;
i:tube_203;pos:400,2375.877,136.808;rot:290.0009,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,216,38,200;;
i:tube_204;pos:400,2346.41,200;rot:299.9985,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,204,51,200;;
i:tube_205;pos:400,2306.418,257.115;rot:310.0015,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,188,63,200;;
i:tube_206;pos:400,2257.115,306.4178;rot:320.0024,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,178,76,200;;
i:tube_207;pos:400,2200,346.4102;rot:327.0668,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,165,89,200;;
i:tube_208;pos:400,2136.808,375.877;rot:340.0053,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,153,102,200;;
i:tube_209;pos:400,2069.459,393.9232;rot:349.995,0,0;m:tube;scl:14,11,14;mat:transparent;clr:0,140,114,200;;
