i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_57;pos:0.4089752,58.78456,55.23315;rot:359.7076,179.5643,15.96293;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_58;pos:-0.261608,58.78456,85.41262;rot:359.6197,179.872,14.40112;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_59;pos:-23.07965,58.58456,25.02174;rot:359.6197,179.872,344.7611;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_60;pos:-0.06905363,58.75107,115.4024;rot:-7.337118E-08,179.8951,284.9199;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_61;pos:-17.87781,59.66204,25.02082;rot:359.9478,179.4012,351.9202;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_62;pos:-5.647334,59.71678,25.07836;rot:359.89,180.5874,6.759288;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_63;pos:-18.56278,59.35969,55.0983;rot:359.9774,179.7357,351.84;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_64;pos:-3.669685,59.34399,55.14717;rot:0.08349589,179.71,8.599674;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_65;pos:-18.32025,59.38874,85.1691;rot:0.7693761,179.4016,351.4933;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_66;pos:-4.286042,59.29588,85.32246;rot:5.00258E-09,179.7928,8.840011;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_67;pos:-5.892266,59.74326,115.4163;rot:-4.335569E-08,180.4502,7.560005;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:cuboid_68;pos:-19.0582,59.60402,115.3929;rot:0.1528015,179.588,353.4115;m:cuboid;scl:0.98,0.98,0.98;clr:115,115,118,255;;
i:boulder1_69;pos:-40.57295,2.14498,-37.87816;rot:0,357.4707,0;m:boulder1;t:ice1;;
i:cuboid_70;pos:0.154443,8.649896,-0.3913748;rot:0,177.4374,0;m:cuboid;scl:0.1,2,0.1;clr:115,115,118,255;;
i:cuboid_71;pos:-9.988088,35.86345,-0.3641566;rot:359.203,180.3871,89.76894;m:cuboid;scl:0.1,2,0.1;clr:115,115,118,255;;
i:cuboid_72;pos:-32.10353,25.7268,40.58584;rot:0,269.2752,0;m:cuboid;scl:0.5,0.05,0.1;clr:255,255,255,255;;
i:cuboid_73;pos:0.1716351,26.46342,-0.5046244;rot:0.6098103,178.5886,180.1798;m:cuboid;scl:0.1,2,0.1;clr:115,115,118,255;;
i:cuboid_74;pos:-32.10353,30.20686,40.58584;rot:0,269.2752,0;m:cuboid;scl:0.5,0.05,0.1;clr:255,255,255,255;;
i:cuboid_75;pos:-33.057,28.69059,99.78611;rot:0,266.7867,0;m:cuboid;scl:0.25,0.25,0.2;clr:0,0,0,255;;
i:cuboid_76;pos:9.32238,27.3363,39.96445;rot:358.0329,91.37129,359.6828;m:cuboid;scl:0.5,0.02,0.02;clr:0,255,0,255;;
i:cylinder_77;pos:12.67426,27.45871,40.00957;rot:84.27782,13.50913,283.6208;m:cylinder;scl:0.35,0.35,0.35;clr:0,130,0,255;;
i:cuboid_78;pos:-33.12918,26.22355,102.2871;rot:0,269.0163,0;m:cuboid;scl:0.25,0.25,0.2;clr:0,0,0,255;;
i:cylinder_79;pos:13.21266,27.4414,39.96822;rot:88.40469,126.0578,35.19474;m:cylinder;scl:0.4,0.4,0.4;clr:0,255,0,255;;
i:cuboid_80;pos:9.342305,27.39399,40.10648;rot:358.72,88.11272,-1.601225E-07;m:cuboid;scl:0.02,0.5,0.02;clr:0,255,0,255;;
i:cylinder_81;pos:-33.88086,27.15621,70.97984;rot:81.33807,11.12027,101.3552;m:cylinder;scl:0.2,0.2,0.2;clr:255,255,0,255;;
i:cuboid_82;pos:-32.1278,27.3735,71.90435;rot:1.88236,269.7302,333.3046;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:cuboid_83;pos:-32.152,27.96551,71.93431;rot:1.012341,270.4295,269.7233;m:cuboid;scl:0.05,0.2,0.05;clr:255,255,0,255;;
i:cuboid_84;pos:-32.13382,28.72796,70.95531;rot:0,269.1101,0;m:cuboid;scl:0.5,0.05,0.05;clr:255,255,0,255;;
i:cuboid_85;pos:-32.1116,25.60288,70.94634;rot:0,269.451,0;m:cuboid;scl:0.5,0.05,0.05;clr:255,255,0,255;;
i:cuboid_86;pos:-32.12309,27.02357,70.1749;rot:1.038304,274.8128,343.6443;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:cuboid_87;pos:-32.14351,26.49463,69.96075;rot:359.9374,270.6634,268.8481;m:cuboid;scl:0.05,0.2,0.05;clr:255,255,0,255;;
i:cuboid_88;pos:9.29189,26.55509,69.7162;rot:1.567518,89.2565,345.7449;m:cuboid;scl:0.05,0.04,0.04;clr:0,0,0,255;;
i:cuboid_89;pos:9.234279,26.5951,69.98115;rot:0.1606916,90.58878,357.445;m:cuboid;scl:0.1,0.04,0.04;clr:0,0,0,255;;
i:cylinder_90;pos:9.685759,27.03602,69.93649;rot:8.342024,0.4831122,271.3757;m:cylinder;scl:0.1,0.06,0.06;clr:0,0,0,255;;
i:cylinder_91;pos:9.573858,26.6231,70.46877;rot:62.19727,185.9133,92.48096;m:cylinder;scl:0.1,0.06,0.06;clr:0,0,0,255;;
i:cylinder_92;pos:9.622934,27.22311,69.97433;rot:359.8326,359.6613,265.742;m:cylinder;scl:0.1,0.06,0.06;clr:0,0,0,255;;
i:cylinder_93;pos:9.66948,26.54309,69.46583;rot:60.7566,354.1927,266.3153;m:cylinder;scl:0.1,0.06,0.06;clr:0,0,0,255;;
i:cuboid_94;pos:9.904412,27.55773,99.50785;rot:0.2418377,90.72782,6.9829;m:cuboid;scl:0.05,0.2,0.2;clr:255,255,255,255;;
i:cylinder_95;pos:9.7686,28.33801,70.02398;rot:86.90408,232.4414,147.5393;m:cylinder;scl:0.1,0.06,0.06;clr:0,0,0,255;;
i:cuboid_96;pos:8.929702,26.64133,100.4192;rot:0,90.29017,0;m:cuboid;scl:0.3,0.05,0.01;clr:255,255,255,255;;
i:cuboid_97;pos:9.249811,26.9376,70.34921;rot:0.8130656,91.76144,229.5627;m:cuboid;scl:0.05,0.04,0.04;clr:0,0,0,255;;
i:cuboid_98;pos:9.232434,26.85759,69.58057;rot:5.122642E-06,87.18755,131.4;m:cuboid;scl:0.05,0.04,0.04;clr:0,0,0,255;;
i:cuboid_99;pos:9.241666,27.18796,70.15134;rot:1.878302E-05,88.68745,246.9998;m:cuboid;scl:0.05,0.04,0.04;clr:0,0,0,255;;
i:cuboid_100;pos:9.250935,27.24251,69.81583;rot:3.927359E-05,85.18696,292.92;m:cuboid;scl:0.05,0.04,0.04;clr:0,0,0,255;;
i:cylinder_101;pos:9.611993,28.17409,70.37742;rot:85.4202,300.6197,214.5576;m:cylinder;scl:0.06,0.06,0.1;clr:0,0,0,255;;
i:cylinder_102;pos:9.544837,28.26605,69.55828;rot:87.35314,215.9343,119.5407;m:cylinder;scl:0.06,0.06,0.1;clr:0,0,0,255;;
i:cylinder_103;pos:9.523917,27.5482,70.92355;rot:79.4452,182.8736,91.40485;m:cylinder;scl:0.06,0.06,0.1;clr:0,0,0,255;;
i:cylinder_104;pos:9.569417,27.78391,68.97179;rot:62.74832,1.381897,270.0565;m:cylinder;scl:0.06,0.06,0.1;clr:0,0,0,255;;
i:cuboid_105;pos:9.567514,26.66483,70.26756;rot:1.056202,92.74564,13.61099;m:cuboid;scl:0.06,0.06,0.1;clr:0,0,0,255;;
i:pyramid_106;pos:9.083849,29.06772,69.5983;rot:0,97.39205,357.4;m:pyramid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:pyramid_107;pos:9.066069,28.98769,70.36678;rot:-8.537737E-07,97.39205,3.92;m:pyramid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:pyramid_108;pos:9.058073,28.77318,68.71647;rot:-2.134434E-07,100.8919,2.319999;m:pyramid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:cuboid_109;pos:9.115201,28.25316,68.80605;rot:-1.963679E-05,100.8919,332.92;m:cuboid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:cuboid_110;pos:8.987714,28.09316,68.73014;rot:-5.122642E-06,100.8919,348.8;m:cuboid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:cuboid_111;pos:9.100619,28.17657,68.74734;rot:1.707547E-06,103.3919,341.04;m:cuboid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:pyramid_112;pos:9.108098,28.36583,71.07499;rot:-2.134434E-07,91.14004,4.8;m:pyramid;scl:0.01,0.05,0.01;clr:0,0,0,255;;
i:cuboid_113;pos:9.902858,27.5795,101.2772;rot:359.6289,87.80982,352.8901;m:cuboid;scl:0.05,0.2,0.2;clr:255,255,255,255;;
i:cuboid_114;pos:9.921746,28.61749,100.353;rot:0,91.36918,0;m:cuboid;scl:0.2,0.05,0.2;clr:255,255,255,255;;
i:cuboid_115;pos:9.157517,29.08939,100.3497;rot:359.2543,91.20155,358.6718;m:cuboid;scl:0.05,0.05,0.05;clr:255,255,255,255;;
i:cuboid_116;pos:9.151938,29.09051,99.59892;rot:-4.202167E-07,91.37545,359.84;m:cuboid;scl:0.05,0.05,0.05;clr:255,255,255,255;;
i:cuboid_117;pos:9.186688,29.09108,101.1106;rot:0,90.97527,0;m:cuboid;scl:0.05,0.05,0.05;clr:255,255,255,255;;
i:cylinder_118;pos:-32.3188,27.22463,71.02634;rot:83.6001,86.86937,180.0001;m:cylinder;scl:0.05,0.05,0.05;clr:255,0,0,255;;
i:cuboid_119;pos:-31.85445,27.33785,40.50201;rot:0,265.6962,0;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cylinder_120;pos:-32.07026,26.61882,40.41845;rot:83.40011,87.70057,180.0001;m:cylinder;scl:0.05,0.05,0.05;clr:255,255,255,255;;
i:cuboid_121;pos:-31.82918,27.09785,40.57895;rot:359.7019,269.5327,341.9658;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_122;pos:-31.84768,27.21785,40.2384;rot:1.492899,266.2718,21.08749;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_123;pos:-146.7999,144.8553,169.4179;rot:0,151.4351,0;m:cuboid;scl:4,0.2,0.2;clr:52,52,37,255;;
i:cuboid_124;pos:-1.40159,1.986026,26.86761;rot:0,89.96875,0;m:cuboid;scl:0.4,0.4,0.01;clr:104,89,49,255;;
i:cuboid_125;pos:0.5494333,1.983621,28.84476;rot:4.168817E-10,359.0627,0.28;m:cuboid;scl:0.4,0.4,0.01;clr:104,89,49,255;;
i:cuboid_126;pos:2.493186,2.00539,26.91767;rot:0,89.8288,0;m:cuboid;scl:0.4,0.4,0.01;clr:104,89,49,255;;
i:cuboid_127;pos:-11.38772,-4.934869,10.83145;rot:0,179.337,0;m:cuboid;scl:10,1,30;clr:101,104,107,255;;
i:cuboid_128;pos:-31.86611,27.18505,40.43384;rot:0,266.6961,0;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_129;pos:-31.85266,27.91791,40.45225;rot:0,269.7997,0;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_130;pos:-31.83885,27.50647,40.10018;rot:359.0617,270.2256,31.51527;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_131;pos:-31.84816,27.46405,40.71806;rot:359.8345,269.9366,320.5347;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_132;pos:-31.83842,27.89451,39.8591;rot:5.122642E-06,269.6768,48.40004;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_133;pos:-31.86071,27.81451,40.99854;rot:-1.707547E-06,269.6768,304.08;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_134;pos:-31.86037,28.43293,40.78476;rot:-2.390566E-05,270.4216,278.0403;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_135;pos:-31.846,28.45013,40.21431;rot:359.9105,270.1563,78.96011;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_136;pos:-31.83343,28.72987,40.55564;rot:3.179326,269.2241,90.18895;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_137;pos:-31.84521,28.75056,40.12667;rot:358.3802,271.4162,67.06123;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_138;pos:-31.84034,28.82223,40.93418;rot:359.8863,271.3292,291.665;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_139;pos:-31.84414,28.3333,41.34068;rot:3.841982E-06,270.2678,9.599994;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:cuboid_140;pos:-31.83037,28.42124,39.59622;rot:5.976416E-06,267.1045,346.96;m:cuboid;scl:0.05,0.1,0.05;clr:255,255,255,255;;
i:pyramid_141;pos:-31.73688,29.23216,39.49975;rot:341.8435,259.0121,31.80024;m:pyramid;scl:0.04,0.05,0.04;clr:255,255,255,255;;
i:pyramid_142;pos:-31.7868,29.23317,41.52967;rot:341.9312,281.7473,325.1828;m:pyramid;scl:0.04,0.05,0.04;clr:255,255,255,255;;
i:cuboid_143;pos:-0.4492906,1.748621,139.1814;rot:0,179.5086,0;m:cuboid;scl:0.3,5,0.3;clr:118,118,121,255;;
i:cuboid_144;pos:-23.71075,2.788435,138.8819;rot:0,179.3887,0;m:cuboid;scl:0.3,5,0.3;clr:118,118,121,255;;
i:cuboid_145;pos:-25.58267,0.1459853,118.3789;rot:0,267.9673,0;m:cuboid;scl:0.1,1,0.1;clr:49,49,31,255;;
i:cuboid_146;pos:1.780879,0.09509268,119.4818;rot:0,267.4493,0;m:cuboid;scl:0.1,1,0.1;clr:49,49,31,255;;
i:cuboid_147;pos:-6.048659,-0.3068912,119.1764;rot:0,177.9057,0;m:cuboid;scl:0.1,1,0.1;clr:49,49,31,255;;
i:cuboid_148;pos:-17.92873,0.2531687,118.6491;rot:0,177.1457,0;m:cuboid;scl:0.1,1,0.1;clr:49,49,31,255;;
i:cuboid_149;pos:-2.263101,-1.42679,119.7976;rot:0,177.6853,0;m:cuboid;scl:0.9,1,0.05;clr:49,49,31,255;;
i:cuboid_150;pos:-21.77106,-0.929951,118.9177;rot:0,178.2708,0;m:cuboid;scl:0.9,1,0.05;clr:49,49,31,255;;
i:sphere_151;pos:-14.51382,0.3427917,112.0684;rot:0,353.0213,0;m:sphere;scl:0.08,0.08,0.08;clr:17,20,26,255;;
i:sphere_152;pos:-15.56073,0.312124,111.0812;rot:0,0.7617852,0;m:sphere;scl:0.08,0.08,0.08;clr:17,20,26,255;;
i:cuboid_153;pos:-18.88114,1.024976,116.3617;rot:31.87438,357.2244,359.0341;m:cuboid;scl:0.1,1,0.1;clr:60,60,40,255;;
i:cuboid_154;pos:-4.937347,1.016943,117.3928;rot:359.7645,87.47303,31.58801;m:cuboid;scl:0.1,1,0.1;clr:60,60,40,255;;
i:cuboid_155;pos:0.902599,1.032306,117.4921;rot:31.27075,359.3758,1.239142;m:cuboid;scl:0.1,1,0.1;clr:60,60,40,255;;
i:cuboid_156;pos:-24.43911,1.041266,116.1645;rot:328.519,176.28,1.176312;m:cuboid;scl:0.1,1,0.1;clr:60,60,40,255;;
i:cuboid_157;pos:-326.0247,-27.04197,202.6495;rot:0,269.3945,0;m:cuboid;scl:30,10,30;;
i:cuboid_158;pos:-27.67814,-7.057996,44.88298;rot:0,269.4041,0;m:cuboid;scl:20,2,0.05;clr:104,107,107,255;;
i:cuboid_159;pos:5.109696,-7.084824,41.6053;rot:0,89.83625,0;m:cuboid;scl:20,2,0.05;clr:104,107,107,255;;
i:cuboid_160;pos:4.675539,2.573322,59.7991;rot:0,89.8011,0;m:cuboid;scl:20,0.07,0.07;clr:104,107,107,255;;
i:cuboid_161;pos:-27.53236,2.596453,51.92285;rot:0,269.4294,0;m:cuboid;scl:20,0.07,0.07;clr:104,107,107,255;;
i:cuboid_162;pos:11.44802,2.314734,123.2726;rot:0,89.60056,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_163;pos:11.13641,2.321742,136.1906;rot:0,89.44055,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_164;pos:11.58142,2.154449,104.4695;rot:0,90.09123,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_165;pos:11.30853,2.14679,91.58959;rot:0,89.75654,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_166;pos:11.54448,2.075428,74.3676;rot:0,89.33492,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_167;pos:11.46871,2.084534,61.34443;rot:0,359.8062,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_168;pos:11.61159,2.224053,44.41447;rot:0,89.84348,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_169;pos:11.42371,2.258492,31.50734;rot:0,89.75031,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_170;pos:11.4913,2.108806,14.06547;rot:0,89.4576,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_171;pos:11.72469,2.139215,1.093472;rot:0,89.83555,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_172;pos:-35.14344,2.160828,134.2226;rot:0,269.3589,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_173;pos:-34.79789,2.142853,121.3703;rot:0,270.049,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_174;pos:-34.81271,2.151903,105.8803;rot:0,270.0027,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_175;pos:-34.76265,2.135162,92.9118;rot:0,269.2626,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_176;pos:-34.55025,2.074981,73.92471;rot:0,269.392,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_177;pos:-34.53414,2.054785,60.98003;rot:0,268.7473,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_178;pos:-34.06607,2.055851,44.59995;rot:0,269.2173,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_179;pos:-33.84804,2.051524,31.65497;rot:0,269.4684,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_180;pos:-33.77203,2.105647,13.6267;rot:0,269.4297,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_181;pos:-33.48847,2.105645,0.6688569;rot:0,269.4698,0;m:cuboid;scl:1.3,0.07,1.3;t:grass1;;
i:cuboid_182;pos:8.923363,-2.11072,25.28743;rot:0,88.96805,0;m:cuboid;scl:1.2,1,1.2;clr:104,107,107,255;;
