i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_47;pos:150,25.5,90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_49;pos:-90,40,15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_50;pos:-90,40,45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_51;pos:-105,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_52;pos:-75,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_53;pos:-90,25.5,30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_55;pos:-30,40,105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_56;pos:-30,40,75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_57;pos:-45,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_58;pos:-15,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_59;pos:-30,25.5,90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_61;pos:-90,40,105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_62;pos:-90,40,75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_63;pos:-105,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_64;pos:-75,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_65;pos:-90,25.5,90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_67;pos:-150,40,105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_68;pos:-150,40,75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_69;pos:-165,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_70;pos:-135,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_71;pos:-150,25.5,90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_73;pos:-150,40,15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_74;pos:-150,40,45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_75;pos:-165,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_76;pos:-135,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_77;pos:-150,25.5,30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_79;pos:30,40,165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_80;pos:30,40,135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_81;pos:45,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_82;pos:15,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_83;pos:30,25.5,150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:spawntitan_84;pos:-150,30,150;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:cuboid_85;pos:-150,40,165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_86;pos:-150,40,135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_87;pos:-165,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_88;pos:-135,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_89;pos:-150,25.5,150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:spawntitan_90;pos:150,30,150;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:cuboid_91;pos:150,40,165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_92;pos:150,40,135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_93;pos:165,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_94;pos:135,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_95;pos:150,25.5,150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_97;pos:-30,40,165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_98;pos:-30,40,135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_99;pos:-45,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_100;pos:-15,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_101;pos:-30,25.5,150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_103;pos:-30,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_104;pos:-30,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_105;pos:-45,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_106;pos:-15,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_107;pos:-30,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_109;pos:-90,40,165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_110;pos:-90,40,135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_111;pos:-105,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_112;pos:-75,40,150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_113;pos:-90,25.5,150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_115;pos:30,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_116;pos:30,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_117;pos:45,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_118;pos:15,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_119;pos:30,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_121;pos:90,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_122;pos:90,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_123;pos:105,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_124;pos:75,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_125;pos:90,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_127;pos:150,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_128;pos:150,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_129;pos:165,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_130;pos:135,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_131;pos:150,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_133;pos:-90,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_134;pos:-90,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_135;pos:-105,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_136;pos:-75,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_137;pos:-90,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_139;pos:90,40,15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_140;pos:90,40,45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_141;pos:105,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_142;pos:75,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_143;pos:90,25.5,30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_145;pos:150,40,15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_146;pos:150,40,45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_147;pos:165,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_148;pos:135,40,30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_149;pos:150,25.5,30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_151;pos:-150,40,-15;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_152;pos:-150,40,-45;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_153;pos:-165,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_154;pos:-135,40,-30;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_155;pos:-150,25.5,-30;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_157;pos:30,40,-105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_158;pos:30,40,-75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_159;pos:45,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_160;pos:15,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_161;pos:30,25.5,-90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_163;pos:150,40,-105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_164;pos:150,40,-75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_165;pos:165,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_166;pos:135,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_167;pos:150,25.5,-90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_169;pos:-30,40,-105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_170;pos:-30,40,-75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_171;pos:-45,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_172;pos:-15,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_173;pos:-30,25.5,-90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_175;pos:-90,40,-105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_176;pos:-90,40,-75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_177;pos:-105,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_178;pos:-75,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_179;pos:-90,25.5,-90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_181;pos:-150,40,-105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_182;pos:-150,40,-75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_183;pos:-165,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_184;pos:-135,40,-90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_185;pos:-150,25.5,-90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_187;pos:90,40,105;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_188;pos:90,40,75;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_189;pos:105,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_190;pos:75,40,90;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_191;pos:90,25.5,90;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_193;pos:30,40,-165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_194;pos:30,40,-135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_195;pos:45,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_196;pos:15,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_197;pos:30,25.5,-150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_199;pos:90,40,-165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_200;pos:90,40,-135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_201;pos:105,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_202;pos:75,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_203;pos:90,25.5,-150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:spawntitan_204;pos:150,30,-150;rot:0,180,0;m:spawntitan;l:26;c:spawner, f:2, t:2;;
i:cuboid_205;pos:150,40,-165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_206;pos:150,40,-135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_207;pos:165,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_208;pos:135,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_209;pos:150,25.5,-150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_211;pos:-30,40,-165;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_212;pos:-30,40,-135;rot:0,180,0;m:cuboid;scl:3.5,3,0.5;t:metal1;til:0.5,0.5;;
i:cuboid_213;pos:-45,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_214;pos:-15,40,-150;rot:0,180,0;m:cuboid;scl:0.5,3,3;t:metal1;til:0.5,0.5;;
i:cuboid_215;pos:-30,25.5,-150;rot:0,180,0;m:cuboid;scl:3,0.1,3;t:metal1;til:0.5,0.5;;
i:cuboid_216;pos:0,55,0;rot:0,180,0;m:cuboid;scl:3,1,33;t:metal1;til:0.5,5;;
i:cuboid_217;pos:60,55,0;rot:0,180,0;m:cuboid;scl:3,1,33;t:metal1;til:0.5,5;;
i:cuboid_218;pos:120,55,0;rot:0,180,0;m:cuboid;scl:3,1,33;t:metal1;til:0.5,5;;
i:cuboid_219;pos:210,55,0;rot:0,180,0;m:cuboid;scl:9,1,33;t:metal1;til:0.5,5;;
i:cuboid_220;pos:-60,55,0;rot:0,180,0;m:cuboid;scl:3,1,33;t:metal1;til:0.5,5;;
i:cuboid_221;pos:-120,55,0;rot:0,180,0;m:cuboid;scl:3,1,33;t:metal1;til:0.5,5;;
i:cuboid_222;pos:-210,55,0;rot:0,180,0;m:cuboid;scl:9,1,33;t:metal1;til:0.5,5;;
i:cuboid_223;pos:0,55.1,0;rot:0,180,0;m:cuboid;scl:39,1,3;t:metal1;til:5,0.5;;
i:cuboid_224;pos:0,55.1,60;rot:0,180,0;m:cuboid;scl:39,1,3;t:metal1;til:5,0.5;;
i:cuboid_225;pos:0,55.1,120;rot:0,180,0;m:cuboid;scl:39,1,3;t:metal1;til:5,0.5;;
i:cuboid_226;pos:0,55.1,210;rot:0,180,0;m:cuboid;scl:51,1,9;t:metal1;til:5,0.5;;
i:cuboid_227;pos:0,55.1,-60;rot:0,180,0;m:cuboid;scl:39,1,3;t:metal1;til:5,0.5;;
i:cuboid_228;pos:0,55.1,-120;rot:0,180,0;m:cuboid;scl:39,1,3;t:metal1;til:5,0.5;;
i:cuboid_229;pos:0,55.1,-210;rot:0,180,0;m:cuboid;scl:51,1,9;t:metal1;til:5,0.5;;
i:cuboid_230;pos:0,55.1,-210;rot:0,180,0;m:cuboid;scl:51,1,9;t:metal1;til:5,0.5;;
i:cuboid_231;pos:0,100,-255;rot:0,180,0;m:cuboid;scl:51,10,1;t:metal1;til:5,0.5;;
i:cuboid_232;pos:0,100,255;rot:0,180,0;m:cuboid;scl:51,10,1;t:metal1;til:5,0.5;;
i:cuboid_233;pos:255,100,0;rot:0,180,0;m:cuboid;scl:1,10,51;t:metal1;til:5,0.5;;
i:cuboid_234;pos:-255,100,0;rot:0,180,0;m:cuboid;scl:1,10,51;t:metal1;til:5,0.5;;
i:cuboid_235;pos:0,55,0;rot:0,180,0;m:cuboid;scl:3,2,3;t:ice1;til:1,0.1;;
i:cuboid_236;pos:0,55,0;rot:0,180,0;m:cuboid;scl:3.5,1.9,3.5;t:metal2;;
i:cylinder_237;pos:60,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_238;pos:120,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_239;pos:180,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_240;pos:-60,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_241;pos:-120,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_242;pos:-180,100,0;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_243;pos:0,100,60;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_244;pos:0,100,120;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_245;pos:0,100,180;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_246;pos:0,100,-60;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
i:cylinder_247;pos:0,100,-120;rot:0,180,0;m:cylinder;scl:0.3,5,0.3;t:lava1;;
