i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_14;pos:433.0127,125,-250;rot:0,119.9957,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_15;pos:469.8463,125,-171.0101;rot:0,110.0006,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_16;pos:492.4039,125,-86.8241;rot:0,99.99998,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_17;pos:500,125,0;rot:0,90,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_18;pos:0,125,500;rot:0,180,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_19;pos:86.8241,125,492.4039;rot:0,190.0013,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_20;pos:171.0101,125,469.8463;rot:0,199.997,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_21;pos:250,125,433.0127;rot:0,209.9947,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_22;pos:321.3938,125,383.0222;rot:0,220.003,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_23;pos:383.0222,125,321.3938;rot:0,229.9993,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_24;pos:433.0127,125,250;rot:0,240.0043,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_25;pos:469.8463,125,171.0101;rot:0,249.9994,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_26;pos:492.4039,125,86.8241;rot:0,260,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_27;pos:500,125,0;rot:0,270,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_28;pos:0,125,-500;rot:0,180,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_29;pos:-86.8241,125,-492.4039;rot:0,190.0013,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_30;pos:-171.0101,125,-469.8463;rot:0,199.997,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_31;pos:-250,125,-433.0127;rot:0,209.9947,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_32;pos:-321.3938,125,-383.0222;rot:0,220.003,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_33;pos:-383.0222,125,-321.3938;rot:0,229.9993,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_34;pos:-433.0127,125,-250;rot:0,240.0043,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_35;pos:-469.8463,125,-171.0101;rot:0,249.9994,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_36;pos:-492.4039,125,-86.8241;rot:0,260,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_37;pos:-500,125,0;rot:0,270,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_38;pos:0,125,500;rot:0,180,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_39;pos:-86.8241,125,492.4039;rot:0,169.9987,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_40;pos:-171.0101,125,469.8463;rot:0,160.003,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_41;pos:-250,125,433.0127;rot:0,150.0053,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_42;pos:-321.3938,125,383.0222;rot:0,139.997,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_43;pos:-383.0222,125,321.3938;rot:0,130.0007,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_44;pos:-433.0127,125,250;rot:0,119.9957,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_45;pos:-469.8463,125,171.0101;rot:0,110.0006,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_46;pos:-492.4039,125,86.8241;rot:0,99.99998,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_47;pos:-500,125,0;rot:0,90,0;m:cuboid;scl:8.9012,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_48;pos:153.9091,125,-422.8617;rot:0,160.003,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_49;pos:225,125,-389.7114;rot:0,150.0053,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_50;pos:289.2544,125,-344.72;rot:0,139.997,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_51;pos:344.72,125,-289.2544;rot:0,130.0007,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_52;pos:389.7114,125,-225;rot:0,119.9957,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_53;pos:422.8617,125,-153.9091;rot:0,110.0006,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_54;pos:443.1635,125,-78.1417;rot:0,99.99998,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_55;pos:450,125,0;rot:0,90,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_56;pos:0,125,450;rot:0,180,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_57;pos:389.7114,125,225;rot:0,240.0043,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_58;pos:422.8617,125,153.9091;rot:0,249.9994,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_59;pos:443.1635,125,78.1417;rot:0,260,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_60;pos:450,125,0;rot:0,270,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_61;pos:-153.9091,125,-422.8617;rot:0,199.997,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_62;pos:-225,125,-389.7114;rot:0,209.9947,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_63;pos:-289.2544,125,-344.72;rot:0,220.003,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_64;pos:-344.72,125,-289.2544;rot:0,229.9993,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_65;pos:-389.7114,125,-225;rot:0,240.0043,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_66;pos:-422.8617,125,-153.9091;rot:0,249.9994,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_67;pos:-443.1635,125,-78.1417;rot:0,260,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_68;pos:-450,125,0;rot:0,270,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_69;pos:0,125,450;rot:0,180,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_70;pos:-78.1417,125,443.1635;rot:0,169.9987,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_71;pos:-153.9091,125,422.8617;rot:0,160.003,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_72;pos:-225,125,389.7114;rot:0,150.0053,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_73;pos:-289.2544,125,344.72;rot:0,139.997,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_74;pos:-344.72,125,289.2544;rot:0,130.0007,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_75;pos:-389.7114,125,225;rot:0,119.9957,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_76;pos:-422.8617,125,153.9091;rot:0,110.0006,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_77;pos:-443.1635,125,78.1417;rot:0,99.99998,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_78;pos:-450,125,0;rot:0,90,0;m:cuboid;scl:8.0285,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_79;pos:200,125,-346.4102;rot:0,150.0053,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_80;pos:257.115,125,-306.4178;rot:0,139.997,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_81;pos:306.4178,125,-257.115;rot:0,130.0007,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_82;pos:346.4102,125,-200;rot:0,119.9957,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_83;pos:375.877,125,-136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_84;pos:393.9231,125,-69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_85;pos:400,125,0;rot:0,90,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_86;pos:0,125,400;rot:0,180,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_87;pos:69.4593,125,393.9231;rot:0,190.0013,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_88;pos:375.877,125,136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_89;pos:393.9231,125,69.4593;rot:0,260,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_90;pos:400,125,0;rot:0,270,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_91;pos:-200,125,-346.4102;rot:0,209.9947,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_92;pos:-257.115,125,-306.4178;rot:0,220.003,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_93;pos:-306.4178,125,-257.115;rot:0,229.9993,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_94;pos:-346.4102,125,-200;rot:0,240.0043,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_95;pos:-375.877,125,-136.8081;rot:0,249.9994,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_96;pos:-393.9231,125,-69.4593;rot:0,260,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_97;pos:-400,125,0;rot:0,270,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_98;pos:0,125,400;rot:0,180,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_99;pos:-69.4593,125,393.9231;rot:0,169.9987,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_100;pos:-346.4102,125,200;rot:0,119.9957,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_101;pos:-375.877,125,136.8081;rot:0,110.0006,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_102;pos:-393.9231,125,69.4593;rot:0,99.99998,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_103;pos:-400,125,0;rot:0,90,0;m:cuboid;scl:7.1558,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_104;pos:119.7071,125,-328.8924;rot:0,160.003,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_105;pos:175,125,-303.1089;rot:0,150.0053,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_106;pos:224.9757,125,-268.1156;rot:0,139.997,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_107;pos:268.1156,125,-224.9757;rot:0,130.0007,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_108;pos:0,125,350;rot:0,180,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_109;pos:60.7769,125,344.6827;rot:0,190.0013,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_110;pos:119.7071,125,328.8924;rot:0,199.997,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_111;pos:175,125,303.1089;rot:0,209.9947,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_112;pos:303.1089,125,175;rot:0,240.0043,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_113;pos:328.8924,125,119.7071;rot:0,249.9994,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_114;pos:344.6827,125,60.7769;rot:0,260,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_115;pos:-119.7071,125,-328.8924;rot:0,199.997,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_116;pos:-175,125,-303.1089;rot:0,209.9947,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_117;pos:-224.9757,125,-268.1156;rot:0,220.003,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_118;pos:-268.1156,125,-224.9757;rot:0,229.9993,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_119;pos:0,125,350;rot:0,180,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_120;pos:-328.8924,125,119.7071;rot:0,110.0006,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_121;pos:-344.6827,125,60.7769;rot:0,99.99998,0;m:cuboid;scl:6.2832,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_122;pos:0,125,-300;rot:0,180,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_123;pos:52.0945,125,-295.4423;rot:0,169.9987,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_124;pos:102.606,125,-281.9078;rot:0,160.003,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_125;pos:150,125,-259.8076;rot:0,150.0053,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_126;pos:192.8363,125,-229.8133;rot:0,139.997,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_127;pos:0,125,300;rot:0,180,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_128;pos:52.0945,125,295.4423;rot:0,190.0013,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_129;pos:192.8363,125,229.8133;rot:0,220.003,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_130;pos:229.8133,125,192.8363;rot:0,229.9993,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_131;pos:259.8076,125,150;rot:0,240.0043,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_132;pos:281.9078,125,102.606;rot:0,249.9994,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_133;pos:0,125,-300;rot:0,180,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_134;pos:-52.0945,125,-295.4423;rot:0,190.0013,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_135;pos:-102.606,125,-281.9078;rot:0,199.997,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_136;pos:-150,125,-259.8076;rot:0,209.9947,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_137;pos:-192.8363,125,-229.8133;rot:0,220.003,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_138;pos:0,125,300;rot:0,180,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_139;pos:-52.0945,125,295.4423;rot:0,169.9987,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_140;pos:-259.8076,125,150;rot:0,119.9957,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_141;pos:-281.9078,125,102.606;rot:0,110.0006,0;m:cuboid;scl:5.4105,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_142;pos:0,125,-250;rot:0,180,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_143;pos:43.412,125,-246.2019;rot:0,169.9987,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_144;pos:85.505,125,-234.9232;rot:0,160.003,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_145;pos:125,125,-216.5064;rot:0,150.0053,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_146;pos:160.6969,125,-191.5111;rot:0,139.997,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_147;pos:191.5111,125,-160.6969;rot:0,130.0007,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_148;pos:0,125,250;rot:0,180,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_149;pos:216.5064,125,125;rot:0,240.0043,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_150;pos:234.9232,125,85.505;rot:0,249.9994,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_151;pos:246.2019,125,43.412;rot:0,260,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_152;pos:0,125,-250;rot:0,180,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_153;pos:-43.412,125,-246.2019;rot:0,190.0013,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_154;pos:-85.505,125,-234.9232;rot:0,199.997,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_155;pos:-125,125,-216.5064;rot:0,209.9947,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_156;pos:-160.6969,125,-191.5111;rot:0,220.003,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_157;pos:-191.5111,125,-160.6969;rot:0,229.9993,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_158;pos:0,125,250;rot:0,180,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_159;pos:-43.412,125,246.2019;rot:0,169.9987,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_160;pos:-85.505,125,234.9232;rot:0,160.003,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_161;pos:-125,125,216.5064;rot:0,150.0053,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_162;pos:-160.6969,125,191.5111;rot:0,139.997,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_163;pos:-191.5111,125,160.6969;rot:0,130.0007,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_164;pos:-216.5064,125,125;rot:0,119.9957,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_165;pos:-234.9232,125,85.505;rot:0,110.0006,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_166;pos:-246.2019,125,43.412;rot:0,99.99998,0;m:cuboid;scl:4.5379,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_167;pos:0,125,-200;rot:0,180,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_168;pos:34.7296,125,-196.9616;rot:0,169.9987,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_169;pos:68.404,125,-187.9385;rot:0,160.003,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_170;pos:100,125,-173.2051;rot:0,150.0053,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_171;pos:128.5575,125,-153.2089;rot:0,139.997,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_172;pos:153.2089,125,-128.5575;rot:0,130.0007,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_173;pos:173.2051,125,-100;rot:0,119.9957,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_174;pos:187.9385,125,-68.404;rot:0,110.0006,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_175;pos:196.9616,125,-34.7296;rot:0,99.99998,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_176;pos:200,125,0;rot:0,90,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_177;pos:0,125,200;rot:0,180,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_178;pos:34.7296,125,196.9616;rot:0,190.0013,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_179;pos:196.9616,125,34.7296;rot:0,260,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_180;pos:200,125,0;rot:0,270,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_181;pos:0,125,-200;rot:0,180,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_182;pos:-34.7296,125,-196.9616;rot:0,190.0013,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_183;pos:-68.404,125,-187.9385;rot:0,199.997,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_184;pos:-100,125,-173.2051;rot:0,209.9947,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_185;pos:-128.5575,125,-153.2089;rot:0,220.003,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_186;pos:-153.2089,125,-128.5575;rot:0,229.9993,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_187;pos:-173.2051,125,-100;rot:0,240.0043,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_188;pos:-187.9385,125,-68.404;rot:0,249.9994,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_189;pos:-196.9616,125,-34.7296;rot:0,260,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
i:cuboid_190;pos:-200,125,0;rot:0,270,0;m:cuboid;scl:3.6652,14,2;t:stone4;til:2.4,3.6;;
