i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_18;pos:300,30,200;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_19;pos:-300,30,200;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_20;pos:0,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_21;pos:120,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_22;pos:-120,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_23;pos:240,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_24;pos:-240,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_25;pos:360,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_26;pos:-360,30,350;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_27;pos:60,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_28;pos:-60,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_29;pos:180,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_30;pos:-180,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_31;pos:300,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_32;pos:-300,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_33;pos:420,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_34;pos:-420,30,500;m:cuboid;scl:8,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_35;pos:0,30,-100;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:76,127,255,255;;
i:cuboid_36;pos:60,30,50;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:102,102,255,255;;
i:cuboid_37;pos:-60,30,50;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:102,102,255,255;;
i:cuboid_38;pos:120,30,200;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_39;pos:-120,30,200;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_40;pos:0,30,200;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_41;pos:180,30,350;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_42;pos:-180,30,350;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_43;pos:60,30,350;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_44;pos:-60,30,350;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_45;pos:120,30,500;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_46;pos:-120,30,500;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_47;pos:240,30,500;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_48;pos:-240,30,500;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_49;pos:0,30,500;m:cuboid;scl:4,6,10;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_50;pos:-130,30,-375;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_51;pos:-190,30,-225;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_52;pos:-250,30,-75;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_53;pos:-310,30,75;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:102,102,255,255;;
i:cuboid_54;pos:-370,30,225;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:76,127,255,255;;
i:cuboid_55;pos:-430,30,375;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:51,153,255,255;;
i:cuboid_56;pos:-490,30,525;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:25,178,255,255;;
i:cuboid_57;pos:130,30,-375;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:178,25,255,255;;
i:cuboid_58;pos:190,30,-225;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:153,51,255,255;;
i:cuboid_59;pos:250,30,-75;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:127,76,255,255;;
i:cuboid_60;pos:310,30,75;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:102,102,255,255;;
i:cuboid_61;pos:370,30,225;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:76,127,255,255;;
i:cuboid_62;pos:430,30,375;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:51,153,255,255;;
i:cuboid_63;pos:490,30,525;m:cuboid;scl:6,6,15;t:stone4;til:3,3;clr:25,178,255,255;;
i:cuboid_64;pos:0,30,625;m:cuboid;scl:104,6,5;t:stone4;til:24,3;clr:255,0,0,255;;
i:cuboid_65;pos:-25,30,-500;m:cuboid;scl:1,6,10;t:stone4;til:3,3;clr:255,0,0,255;;
i:cuboid_66;pos:25,30,-500;m:cuboid;scl:1,6,10;t:stone4;til:3,3;clr:255,0,0,255;;
i:cuboid_67;pos:0,30,-555;m:cuboid;scl:6,6,1;t:stone4;til:3,3;clr:255,0,0,255;;
i:cuboid_68;pos:0,30,-440;m:cuboid;scl:4,6,2;mat:transparent;clr:0,0,255,175;c:trigger;c:start;;
i:cuboid_69;pos:0,30,575;rot:0,90,0;m:cuboid;scl:5,6,4;mat:transparent;clr:255,255,0,175;c:trigger;c:finish;;
i:cuboid_70;pos:0,-4.5,0;m:cuboid;scl:200,1,200;t:stone4;til:48,48;;
i:cuboid_71;pos:0,65,0;m:cuboid;scl:200,1,200;mat:transparent;clr:0,234,255,82;l:0;c:barrier;;
i:spawnhuman_72;pos:0,2,-500;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_73;pos:0,2,-500;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
