i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_3;pos:0,20,0;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:2, t:1;;
i:spawnhuman_4;pos:0,20,0;rot:0,180,0;m:spawnhuman;l:23;c:spawner, f:1, t:1;;
i:spawntitan_6;pos:99999,2,99999;rot:0,180,0;m:spawntitan;l:23;c:spawner, f:2, t:2;;
i:cuboid_91;pos:200,50,-346.4102;rot:0,330,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_92;pos:-200,50,-346.4102;rot:0,30,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_93;pos:257.1151,50,306.4178;rot:0,220,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_94;pos:306.4178,50,257.1151;rot:0,230,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_95;pos:-306.4178,50,-257.1151;rot:0,50,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_96;pos:-346.4102,50,200;rot:0,120,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_97;pos:-346.4102,50,-200;rot:0,60,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_98;pos:375.877,50,136.8081;rot:0,250,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_99;pos:375.877,50,-136.8081;rot:0,290,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_100;pos:-375.877,50,-136.8081;rot:0,70,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_101;pos:393.9231,50,-69.45927;rot:0,280,0;m:cuboid;scl:7.2,7.5,2;t:stone10;til:8,8;;
i:cuboid_102;pos:300,50,-10;rot:0,270,0;m:cuboid;scl:8.5,7.5,2;t:stone10;til:8,8;;
i:cuboid_103;pos:0,50,500;rot:0,180,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_104;pos:-171.0101,50,-469.8463;rot:0,20,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_105;pos:250,50,433.0127;rot:0,210,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_106;pos:250,50,-433.0127;rot:0,330,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_107;pos:-250,50,-433.0127;rot:0,30,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_108;pos:321.3938,50,-383.0222;rot:0,320,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_109;pos:350,50,-43;rot:0,180,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_110;pos:-35,50,350;rot:0,90,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_111;pos:-383.0222,50,321.3938;rot:0,130,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_112;pos:-383.0222,50,-321.3938;rot:0,50,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_113;pos:433.0127,50,250;rot:0,240,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_114;pos:-433.0127,50,250;rot:0,120,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_115;pos:433.0127,50,-250;rot:0,300,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_116;pos:450,50,45;rot:0,180,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_117;pos:-469.8463,50,-171.0101;rot:0,70,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_118;pos:492.4039,50,86.82409;rot:0,260,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_119;pos:492.4039,50,-86.82409;rot:0,280,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_120;pos:-492.4039,50,-86.82409;rot:0,80,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_121;pos:-500,50,0;rot:0,90,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_122;pos:53,50,450;rot:0,90,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_123;pos:-86.82409,50,492.4039;rot:0,170,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_124;pos:86.82409,50,-492.4039;rot:0,350,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cuboid_125;pos:-86.82409,50,-492.4039;rot:0,10,0;m:cuboid;scl:9,7.5,2;t:stone10;til:8,8;;
i:cylinder_126;pos:-1350,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_127;pos:-1350,50,-600;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_128;pos:-1350,50,-675;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_129;pos:-1350,50,-750;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_130;pos:-1350,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_131;pos:-1420,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_132;pos:-1420,50,-750;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_133;pos:-1420,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_134;pos:-1490,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_135;pos:-1490,50,-600;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_136;pos:-1490,50,-675;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_137;pos:-1490,50,-750;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_138;pos:-1490,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_139;pos:-1560,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_140;pos:-1560,50,-750;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_141;pos:-1560,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_142;pos:-1630,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_143;pos:-1630,50,-600;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_144;pos:-1630,50,-675;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_145;pos:-1630,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_146;pos:-1700,50,-525;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_147;pos:-1700,50,-600;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_148;pos:-1700,50,-675;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_149;pos:-1700,50,-750;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cylinder_150;pos:-1700,50,-820;rot:0,180,0;m:cylinder;scl:2,3.75,2;t:stone10;til:8,8;;
i:cuboid_151;pos:-1350,50,-785;rot:0,180,0;m:cuboid;scl:0.9,2,6;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_152;pos:0,50,-520;rot:0,180,0;m:cuboid;scl:10,2,0.75;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_153;pos:-1665,50,-525;rot:0,180,0;m:cuboid;scl:6,6,0.9;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_154;pos:-1665,50,-525;rot:0,180,0;m:cuboid;scl:6,6,0.9;mat:transparent;clr:0,255,0,175;l:0;c:trigger;c:checkpoint;;
i:cuboid_155;pos:-1665,50,-525;rot:0,180,0;m:cuboid;scl:6,6,0.9;mat:transparent;clr:255,255,0,175;l:0;c:trigger;c:finish;;
i:cuboid_156;pos:0,50,-650;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_157;pos:0,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_158;pos:-1005,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_159;pos:-1005,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_160;pos:-105,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_161;pos:-1105,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_162;pos:-1105,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_163;pos:-1205,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_164;pos:-1205,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_165;pos:-1305,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_166;pos:-1305,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_167;pos:-195,50,-600;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_168;pos:-195,50,-700;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_169;pos:-195,50,-790;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_170;pos:-205,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_171;pos:-305,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_172;pos:-305,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_173;pos:-405,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_174;pos:-405,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_175;pos:-505,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_176;pos:-505,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_177;pos:-5,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_178;pos:-605,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_179;pos:-605,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_180;pos:-705,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_181;pos:-705,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_182;pos:-805,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_183;pos:-805,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_184;pos:-905,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_185;pos:-905,50,-890;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_186;pos:-95,50,-600;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_187;pos:-95,50,-650;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_188;pos:-95,50,-700;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_189;pos:-95,50,-750;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_190;pos:-95,50,-790;rot:0,180,0;m:cuboid;scl:10.055,7.555,1.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_191;pos:-110,50,-330;rot:0,90,0;m:cuboid;scl:10.4,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_192;pos:-12,50,-400;m:cuboid;scl:10.4,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_193;pos:236.3539,50,-85;rot:0,180,0;m:cuboid;scl:10.4,7.6875,2.08;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_194;pos:-105,17.5,-840;rot:0,180,0;m:cuboid;scl:1.055,1.055,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_195;pos:-105,50,-840;rot:0,180,0;m:cuboid;scl:1.055,1.055,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_196;pos:-105,82.5,-840;rot:0,180,0;m:cuboid;scl:1.055,1.055,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_197;pos:-250,50,-645;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_198;pos:-250,50,-745;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_199;pos:50,50,-545;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
i:cuboid_200;pos:-50,50,-545;rot:0,180,0;m:cuboid;scl:1.055,7.555,10.055;mat:transparent;clr:255,0,0,175;l:0;c:trigger;c:killzone;;
