i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_12;pos:0,983.329,114.2753;rot:343.4,180,180;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_13;pos:0,957.6617,179.1036;rot:333.4,180,180;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_14;pos:0,921.127,238.4899;rot:323.4,180,180;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_15;pos:0,874.835,290.6299;rot:313.4,180,180;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_16;pos:0,820.1923,333.9391;rot:303.4,180,180;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_17;pos:0,758.8591,367.1018;rot:293.4,180,180;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_18;pos:0,692.6992,389.1104;rot:283.4,180,180;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_19;pos:0,623.7225,399.2959;rot:273.4,180,180;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_20;pos:0,554.0251,397.3491;rot:276.6,0,0;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_21;pos:0,485.7246,383.329;rot:286.6,0,0;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_22;pos:0,420.8964,357.6617;rot:296.6,0,0;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_23;pos:0,361.51,321.127;rot:306.6,0,0;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_24;pos:0,309.3701,274.835;rot:316.6,0,0;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_25;pos:0,266.0609,220.1923;rot:326.6,0,0;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:0,255,255,200;;
i:cuboid_26;pos:0,210.8896,92.69916;rot:346.6,0,0;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_27;pos:0,200.7041,23.72255;rot:356.6,0,0;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_28;pos:0,202.6509,-45.97486;rot:6.600001,0,0;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_29;pos:0,216.671,-114.2753;rot:16.6,0,0;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_30;pos:0,242.3383,-179.1036;rot:26.6,0,0;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_31;pos:0,278.873,-238.4899;rot:36.60001,0,0;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_32;pos:0,325.165,-290.6299;rot:46.60001,0,0;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_33;pos:0,379.8077,-333.9391;rot:56.60001,0,0;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_34;pos:69.45927,443.5543,-361.5247;rot:66.59999,0,10.00003;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_35;pos:68.40403,509.6776,-383.618;rot:76.34335,7.337466,16.98325;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_36;pos:65.27036,578.5453,-394.0552;rot:84.98784,42.8267,52.12538;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_37;pos:60.15349,648.0649,-392.5192;rot:82.03627,141.1941,150.1471;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_38;pos:53.20889,716.1241,-379.0567;rot:72.63908,158.0331,166.637;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_39;pos:44.64756,780.655,-354.0768;rot:62.81453,163.0726,171.318;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_40;pos:34.72964,839.6967,-318.3384;rot:52.90083,165.5632,173.4349;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_41;pos:23.75647,891.4553,-272.9275;rot:42.95454,167.1177,174.5933;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_42;pos:12.06148,934.3582,-219.2238;rot:32.99308,168.2354,175.2836;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_43;pos:-12.06148,988.6913,-93.66762;rot:13.05035,169.8897,175.9405;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_44;pos:-23.75647,998.4705,-25.63003;rot:3.074641,170.5951,176.0397;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_45;pos:-34.72964,996.1424,43.18631;rot:353.0985,171.2872,176.0166;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_46;pos:-44.64756,981.7777,110.6905;rot:343.1234,172.0094,175.8673;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_47;pos:-53.20889,955.8129,174.8313;rot:333.1512,172.8132,175.5668;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_48;pos:-60.15349,919.0369,233.66;rot:323.1844,173.7738,175.0582;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_49;pos:-65.27036,872.5671,285.3891;rot:313.2276,175.0254,174.2209;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_50;pos:-68.40403,817.8156,328.4468;rot:303.2908,176.8508,172.7821;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_51;pos:-69.45927,756.4457,361.5247;rot:293.4,180,170;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_52;pos:-68.40403,690.3224,383.618;rot:283.6566,187.3375,163.0168;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_53;pos:-65.27036,621.4547,394.0552;rot:275.0121,222.8267,127.8746;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_54;pos:-60.15349,551.9351,392.5192;rot:277.9637,321.1941,29.85287;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_55;pos:-53.20889,483.8759,379.0567;rot:287.3609,338.0331,13.36304;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_56;pos:-44.64756,419.345,354.0768;rot:297.1855,343.0726,8.681973;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_57;pos:-34.72964,360.3033,318.3384;rot:307.0992,345.5632,6.565066;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_58;pos:-23.75647,308.5447,272.9275;rot:317.0455,347.1177,5.406731;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_59;pos:-12.06148,265.6418,219.2238;rot:327.0069,348.2354,4.716445;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:0,255,255,200;;
i:cuboid_60;pos:12.06148,211.3087,93.66762;rot:346.9496,349.8896,4.059471;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_61;pos:23.75647,201.5295,25.63003;rot:356.9254,350.5951,3.960244;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_62;pos:34.72964,203.8576,-43.18631;rot:6.901513,351.2872,3.983375;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_63;pos:44.64756,218.2223,-110.6905;rot:16.87655,352.0095,4.132738;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_64;pos:53.20889,244.1871,-174.8313;rot:26.84876,352.8132,4.433218;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_65;pos:60.15349,280.9631,-233.66;rot:36.81562,353.7738,4.941756;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_66;pos:65.27036,327.4329,-285.3891;rot:46.7724,355.0254,5.77913;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_67;pos:68.40403,382.1845,-328.4468;rot:56.70922,356.8509,7.217904;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_68;pos:136.8081,450.7212,-344.9629;rot:66.6,2.149762E-06,19.99998;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_69;pos:134.7296,516.7357,-367.3077;rot:75.60783,13.824,33.12577;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_70;pos:128.5575,585.2801,-378.4921;rot:81.91005,56.22462,74.84106;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_71;pos:118.4793,654.2717,-378.1762;rot:78.93114,117.0343,134.9675;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_72;pos:104.8011,721.6143,-366.3696;rot:70.54908,138.6848,155.9267;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_73;pos:87.93852,785.2618,-343.4311;rot:61.14057,147.1236,163.6548;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_74;pos:68.40403,843.2802,-310.0575;rot:51.45101,151.6212,167.4104;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_75;pos:46.79111,893.9066,-267.263;rot:41.65015,154.5248,169.5264;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_76;pos:23.75647,935.6028,-216.3479;rot:31.79571,156.6532,170.8038;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_77;pos:-23.75647,987.4467,-96.54355;rot:12.0147,159.8568,172.0173;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_78;pos:-46.79111,996.0192,-31.29452;rot:2.109018,161.2396,172.1879;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_79;pos:-68.40403,992.5589,34.90538;rot:352.2021,162.6047,172.1199;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_80;pos:-87.93852,977.1709,100.0447;rot:342.2999,164.0367,171.8027;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_81;pos:-104.8011,950.3227,162.1442;rot:332.4091,165.6375,171.184;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_82;pos:-118.4793,912.8301,219.3171;rot:322.5405,167.5588,170.1471;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_83;pos:-128.5575,865.8324,269.826;rot:312.7125,170.0697,168.4484;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_84;pos:-134.7296,810.7574,312.1365;rot:302.9646,173.7337,165.5439;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_85;pos:-136.8081,749.2787,344.9629;rot:293.4,180,160;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_86;pos:-134.7296,683.2643,367.3077;rot:284.3922,193.824,146.8742;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_87;pos:-128.5575,614.7199,378.4921;rot:278.09,236.2246,105.1589;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_88;pos:-118.4793,545.7283,378.1762;rot:281.0688,297.0343,45.03254;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_89;pos:-104.8011,478.3857,366.3696;rot:289.4509,318.6848,24.07336;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_90;pos:-87.93852,414.7382,343.4311;rot:298.8594,327.1236,16.3452;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_91;pos:-68.40403,356.7198,310.0575;rot:308.549,331.6212,12.58955;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_92;pos:-46.79111,306.0934,267.263;rot:318.3499,334.5248,10.47365;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_93;pos:-23.75647,264.3972,216.3479;rot:328.2043,336.6532,9.196205;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:0,255,255,200;;
i:cuboid_94;pos:23.75647,212.5533,96.54355;rot:347.9853,339.8568,7.982725;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_95;pos:46.79111,203.9808,31.29452;rot:357.891,341.2397,7.812108;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_96;pos:68.40403,207.4411,-34.90538;rot:7.79792,342.6047,7.880116;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_97;pos:87.93852,222.8291,-100.0447;rot:17.70015,344.0367,8.197323;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_98;pos:104.8011,249.6773,-162.1442;rot:27.59084,345.6375,8.816036;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_99;pos:118.4793,287.1699,-219.3171;rot:37.45948,347.5588,9.852887;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_100;pos:128.5575,334.1676,-269.826;rot:47.28749,350.0697,11.55159;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_101;pos:134.7296,389.2425,-312.1365;rot:57.03535,353.7337,14.45607;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_102;pos:200,462.4239,-317.9195;rot:66.59999,0,29.99999;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_103;pos:196.9615,528.2606,-340.6752;rot:74.47984,18.93438,47.91234;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_104;pos:187.9385,596.277,-353.0797;rot:78.53372,59.34405,87.31622;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_105;pos:173.2051,664.4066,-354.756;rot:75.18788,102.0702,129.0374;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_106;pos:153.2089,730.5792,-345.6532;rot:67.53624,122.7408,148.6885;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_107;pos:128.5575,792.7841,-326.0479;rot:58.58282,132.7102,157.6077;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_108;pos:100,849.1315,-296.5358;rot:49.17744,138.518,162.3163;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_109;pos:68.40403,897.9091,-258.0137;rot:39.57506,142.4419,165.0708;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_110;pos:34.72964,937.6349,-211.6519;rot:29.87314,145.3992,166.7617;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_111;pos:-34.72964,985.4146,-101.2396;rot:10.33181,149.9656,168.355;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_112;pos:-68.40403,992.0167,-40.5439;rot:0.5332728,151.9743,168.546;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_113;pos:-100,986.7076,21.3837;rot:350.7341,153.9766,168.3929;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_114;pos:-128.5575,969.6485,82.66156;rot:340.9467,156.0949,167.8728;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_115;pos:-153.2089,941.3579,141.4278;rot:331.1865,158.4812,166.9011;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_116;pos:-173.2051,902.6953,195.8968;rot:321.477,161.3645,165.2966;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_117;pos:-187.9385,854.8354,244.4136;rot:311.8604,165.1516,162.6882;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_118;pos:-196.9615,799.2325,285.504;rot:302.4257,170.6814,158.264;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_119;pos:-200,737.576,317.9195;rot:293.4,180,150;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_120;pos:-196.9615,671.7394,340.6752;rot:285.5202,198.9344,132.0877;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_121;pos:-187.9385,603.723,353.0797;rot:281.4662,239.3441,92.68375;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_122;pos:-173.2051,535.5934,354.756;rot:284.8122,282.0702,50.96262;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_123;pos:-153.2089,469.4209,345.6532;rot:292.4637,302.7408,31.31154;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_124;pos:-128.5575,407.2159,326.0479;rot:301.4172,312.7102,22.39235;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_125;pos:-100,350.8685,296.5358;rot:310.8226,318.5179,17.68368;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_126;pos:-68.40403,302.0909,258.0137;rot:320.4249,322.442,14.92919;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_127;pos:-34.72964,262.3651,211.6519;rot:330.1269,325.3992,13.23832;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:0,255,255,200;;
i:cuboid_128;pos:34.72964,214.5854,101.2396;rot:349.6682,329.9656,11.64497;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_129;pos:68.40403,207.9833,40.5439;rot:359.4667,331.9743,11.45404;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_130;pos:100,213.2924,-21.3837;rot:9.265874,333.9766,11.60708;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_131;pos:128.5575,230.3515,-82.66156;rot:19.0533,336.0949,12.12724;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_132;pos:153.2089,258.6421,-141.4278;rot:28.81351,338.4812,13.09891;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_133;pos:173.2051,297.3047,-195.8968;rot:38.52301,341.3645,14.70339;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_134;pos:187.9385,345.1646,-244.4136;rot:48.13962,345.1516,17.31179;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_135;pos:196.9615,400.7675,-285.504;rot:57.57429,350.6814,21.73598;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_136;pos:257.1151,478.3068,-281.2163;rot:66.60002,0,39.99997;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:229,25,255,200;;
i:cuboid_137;pos:253.2089,543.9022,-304.5296;rot:73.06612,22.53316,61.21696;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_138;pos:241.6091,611.202,-318.5899;rot:75.11899,58.87648,96.26044;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_139;pos:222.6682,678.1616,-322.9701;rot:71.24729,91.35095,127.4319;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_140;pos:196.9615,742.7462,-317.5369;rot:63.97435,109.6674,144.4222;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_141;pos:165.2704,802.9935,-302.4555;rot:55.38398,119.9116,153.296;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_142;pos:128.5575,857.0729,-278.1842;rot:46.24896,126.3909,158.3363;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_143;pos:87.93852,903.3414,-245.4604;rot:36.85386,130.9861,161.3955;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_144;pos:44.64756,940.3929,-205.2784;rot:27.32106,134.561,163.3015;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_145;pos:-44.64756,982.6566,-107.613;rot:8.062068,140.2573,165.0587;m:cuboid;scl:1.981431,3,7.15585;mat:transparent;clr:25,229,255,200;;
i:cuboid_146;pos:-87.93852,986.5844,-53.09713;rot:358.3952,142.8244,165.2037;m:cuboid;scl:3.124965,3,7.15585;mat:transparent;clr:51,204,255,200;;
i:cuboid_147;pos:-128.5575,978.7661,3.032101;rot:348.7316,145.4161,164.9122;m:cuboid;scl:4.178852,3,7.15585;mat:transparent;clr:76,178,255,200;;
i:cuboid_148;pos:-165.2704,959.4392,59.0692;rot:339.0921,148.1895,164.1407;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_149;pos:-196.9615,929.1909,113.3115;rot:329.5037,151.3465,162.7665;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_150;pos:-222.6682,888.9403,164.1109;rot:320.0078,155.1968,160.5365;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_151;pos:-241.6091,839.9104,209.9239;rot:310.6808,160.2895,156.944;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_152;pos:-253.2089,783.5909,249.3584;rot:301.6814,167.7294,150.9173;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_153;pos:-257.1151,721.6932,281.2163;rot:293.4,180,140;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:204,51,255,200;;
i:cuboid_154;pos:-253.2089,656.0978,304.5296;rot:286.9339,202.5332,118.783;m:cuboid;scl:7.129284,3,7.15585;mat:transparent;clr:178,76,255,200;;
i:cuboid_155;pos:-241.6091,588.798,318.5899;rot:284.881,238.8765,83.73956;m:cuboid;scl:6.917967,3,7.15585;mat:transparent;clr:153,102,255,200;;
i:cuboid_156;pos:-222.6682,521.8384,322.9701;rot:288.7527,271.351,52.56813;m:cuboid;scl:6.501755,3,7.15585;mat:transparent;clr:127,127,255,200;;
i:cuboid_157;pos:-196.9615,457.2538,317.5369;rot:296.0256,289.6674,35.57781;m:cuboid;scl:5.893293,3,7.15585;mat:transparent;clr:102,153,255,200;;
i:cuboid_158;pos:-165.2704,397.0065,302.4555;rot:304.616,299.9116,26.70401;m:cuboid;scl:5.11107,3,7.15585;mat:transparent;clr:76,178,255,200;;
