i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_34;pos:1.641793,21.1588,24.67269;rot:0,180.0318,0;m:cuboid;scl:0.1,0.1,10;t:stone2;;
i:cuboid_35;pos:-10.34783,21.19932,-13.15173;rot:0,270.0012,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_36;pos:-9.811914,21.18856,-0.4935226;rot:0,269.9952,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_37;pos:-9.815999,21.19666,12.04442;rot:0,269.9764,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_38;pos:-9.836501,21.18181,24.43981;rot:0,269.9338,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_39;pos:-9.884734,21.17872,36.88313;rot:0,269.8644,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_40;pos:-9.837737,21.2187,49.49361;rot:0,269.9045,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_41;pos:-9.84124,21.17867,61.97345;rot:0,269.9845,0;m:cuboid;scl:0.1,0.1,5;t:stone2;;
i:cuboid_42;pos:1.687769,14.83599,61.9669;rot:0,180.0052,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_43;pos:13.33429,15.05059,61.98323;rot:0,179.6286,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_44;pos:-9.9964,14.77232,61.97561;rot:0,180.5248,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_45;pos:-21.58894,14.80631,61.98716;rot:0,179.9804,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_46;pos:-33.26465,15.03709,61.94859;rot:0,180.2158,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_47;pos:13.37055,14.99732,49.52228;rot:0,179.5865,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_48;pos:1.647039,14.82239,49.5478;rot:0,179.6053,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_49;pos:-9.979011,14.81205,49.49377;rot:0,180.2331,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_50;pos:-21.60378,14.7504,49.4786;rot:0,179.7932,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_51;pos:-33.23671,15.05515,49.43095;rot:0,179.8512,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_52;pos:13.32092,15.03809,36.91936;rot:0,179.8199,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_53;pos:1.655679,14.75139,36.87477;rot:0,179.9588,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_54;pos:-9.93318,14.85883,36.90235;rot:0,179.8675,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_55;pos:-21.55001,14.77527,36.88493;rot:0,179.8957,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_56;pos:-33.24316,15.09556,36.79689;rot:0,180.1223,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_57;pos:13.35475,15.13532,24.44326;rot:0,180.0499,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_58;pos:1.693539,14.83249,24.47612;rot:0,179.8166,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_59;pos:-9.911369,14.78221,24.48235;rot:0,179.6951,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_60;pos:-21.55651,14.76531,24.43599;rot:0,180.1136,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_61;pos:-33.25569,16.1762,24.37688;rot:0,180.0796,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_62;pos:13.26435,15.00232,12.01931;rot:0,180.1743,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_63;pos:1.658404,14.7845,12.0472;rot:0,179.9834,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_64;pos:-9.96651,14.79568,12.05429;rot:0,180.0028,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_65;pos:-21.57495,14.77035,12.03131;rot:0,180.2013,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_66;pos:-33.20412,15.05525,12.00459;rot:0,179.8988,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_67;pos:13.30755,14.99383,-0.5054111;rot:0,180.2167,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_68;pos:1.620937,14.83407,-0.4856709;rot:0,180.0351,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_69;pos:-9.877105,14.86947,-0.4660356;rot:0,180.1941,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_70;pos:-21.55999,14.86095,-0.491681;rot:0,179.7134,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_71;pos:-33.19388,15.03322,-0.491941;rot:0,180.2619,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_72;pos:13.3227,14.99934,-13.17181;rot:0,179.69,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_73;pos:1.64109,14.79683,-13.10971;rot:0,179.9583,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_74;pos:-9.872489,14.77499,-13.15622;rot:0,179.9531,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_75;pos:-21.56897,14.7485,-13.12702;rot:0,180.2724,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_76;pos:-33.17305,14.96535,-13.17304;rot:0,179.9118,0;m:cuboid;scl:0.2,3,0.2;t:stone2;;
i:cuboid_77;pos:13.29902,1.717881,-13.16733;rot:0,179.6693,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_78;pos:1.644489,1.654347,-13.11339;rot:0,179.7557,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_79;pos:-9.892678,1.633555,-13.16961;rot:0,179.9596,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_80;pos:-21.56329,1.693069,-13.13189;rot:0,180.2022,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_81;pos:-33.1545,1.754327,-13.15644;rot:0,180.0048,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_82;pos:13.28658,1.734116,-0.4884571;rot:0,180.2117,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_83;pos:1.635473,1.733017,-0.4882051;rot:0,180.1057,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_84;pos:-9.866113,1.723122,-0.4539087;rot:0,180.1033,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_85;pos:-21.55895,1.693247,-0.4667165;rot:0,179.8501,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_86;pos:-33.18698,1.729175,-0.4991716;rot:0,180.2376,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_87;pos:13.24204,1.634757,12.01643;rot:0,180.2112,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_88;pos:1.639274,1.72287,12.03986;rot:0,179.9965,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_89;pos:-9.976234,1.705949,12.04604;rot:0,179.9143,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_90;pos:-21.57714,1.701427,12.04441;rot:0,180.2197,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_91;pos:-33.21479,1.723275,11.99908;rot:0,179.9153,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_92;pos:13.37437,1.659299,24.43177;rot:0,179.93,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_93;pos:1.675025,1.663171,24.47924;rot:0,179.7467,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_94;pos:-9.91319,1.66338,24.47713;rot:0,179.714,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_95;pos:-21.56614,1.659734,24.45486;rot:0,180.0513,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_96;pos:-33.24537,1.729186,24.38876;rot:0,179.9379,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_97;pos:13.32139,1.659079,36.91581;rot:0,179.7445,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_98;pos:1.644914,1.679476,36.85391;rot:0,179.9904,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_99;pos:-9.950911,1.682841,36.91872;rot:0,179.7769,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_100;pos:-21.56805,1.700976,36.87553;rot:0,179.872,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_101;pos:-33.26166,1.683599,36.78134;rot:0,180.0689,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_102;pos:13.35297,1.649063,49.53745;rot:0,179.696,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_103;pos:1.646634,1.64842,49.56398;rot:0,179.5831,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_104;pos:-9.98421,1.73524,49.50571;rot:0,180.2298,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_105;pos:-21.60044,1.709581,49.46017;rot:0,179.9072,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_106;pos:-33.24653,1.678161,49.4425;rot:0,179.9359,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_107;pos:13.34467,1.712072,61.96836;rot:0,179.6827,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_108;pos:1.683671,1.671284,61.96004;rot:0,179.9415,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_109;pos:-9.985321,1.673355,61.95587;rot:0,180.5903,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_110;pos:-21.59657,1.738822,61.98196;rot:0,180.0283,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_111;pos:-33.29819,1.706685,61.93379;rot:0,180.3464,0;m:cuboid;scl:0.21,0.05,0.21;;
i:cuboid_112;pos:1.645365,2.45273,-13.11899;rot:0,179.9403,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_113;pos:13.3187,2.538661,-13.18336;rot:0,179.6826,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_114;pos:-9.874132,2.4649,-13.14344;rot:0,179.9985,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_115;pos:-21.59316,2.422555,-13.11016;rot:0,180.3732,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_116;pos:-33.18345,2.617949,-13.1707;rot:0,179.88,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_117;pos:13.29826,2.63863,-0.5360788;rot:0,180.3268,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_118;pos:1.627005,2.534278,-0.4889314;rot:0,179.9116,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_119;pos:-9.888547,2.489714,-0.4438438;rot:0,180.2177,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_120;pos:-21.57372,2.500441,-0.4924986;rot:0,179.7642,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_121;pos:-33.20237,2.669475,-0.4968255;rot:0,180.1809,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_122;pos:13.26441,2.36098,12.0029;rot:0,180.1,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_123;pos:1.661972,2.475093,12.03917;rot:0,180.0965,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_124;pos:-9.953345,2.405797,12.04456;rot:0,180.0938,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_125;pos:-21.56053,2.460604,12.01152;rot:0,180.151,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_126;pos:-33.20114,2.511358,11.99241;rot:0,179.9173,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_127;pos:13.37118,2.352685,24.4279;rot:0,180.1253,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_128;pos:1.704316,2.434251,24.47145;rot:0,179.9128,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_129;pos:-9.897603,2.438842,24.46945;rot:0,179.6797,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_130;pos:-21.56619,2.381114,24.40212;rot:0,180.1466,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_131;pos:-33.27503,2.607806,24.36017;rot:0,180.0625,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_132;pos:13.32749,2.420538,36.91877;rot:0,179.8809,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_133;pos:1.641588,2.436327,36.85554;rot:0,180.0984,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_134;pos:-9.930959,2.47035,36.89017;rot:0,179.9662,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_135;pos:-21.54399,2.453752,36.88166;rot:0,179.893,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_136;pos:-33.2635,2.427084,36.75867;rot:0,179.9709,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_137;pos:13.37934,2.328217,49.49645;rot:0,179.6388,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_138;pos:1.664021,2.480536,49.51866;rot:0,179.6167,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_139;pos:-9.968685,2.476236,49.49007;rot:0,180.1136,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_140;pos:-21.61674,2.443883,49.44844;rot:0,179.7811,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_141;pos:-33.25667,2.362032,49.41361;rot:0,179.8789,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_142;pos:13.32921,2.392988,61.98713;rot:0,179.6067,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_143;pos:1.69087,2.491731,61.97523;rot:0,180.1744,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_144;pos:-10.01375,2.436476,61.97431;rot:0,180.533,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_145;pos:-21.60507,2.456092,61.96762;rot:0,179.9103,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_146;pos:-33.26434,2.343392,61.9417;rot:0,180.3273,0;m:cuboid;scl:0.21,0.025,0.21;;
i:cuboid_147;pos:13.38595,15.14936,61.99337;rot:0,180.0423,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_148;pos:1.63132,14.83711,61.93888;rot:0,180.8566,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_149;pos:-10.02979,14.78768,61.97235;rot:0,180.6025,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_150;pos:-21.60095,14.85251,61.98975;rot:0,180.1312,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_151;pos:-33.2695,15.07043,61.91973;rot:0,180.5905,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_152;pos:13.36114,15.02886,49.51255;rot:0,179.6356,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_153;pos:1.637204,14.89547,49.5546;rot:0,180.1042,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_154;pos:-9.996742,14.85607,49.49643;rot:0,180.3929,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_155;pos:-21.58461,14.82421,49.47926;rot:0,180.3911,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_156;pos:-33.27511,15.11588,49.39481;rot:0,180.4301,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_157;pos:13.33571,15.0658,36.90731;rot:0,180.0878,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_158;pos:1.655733,14.7736,36.88786;rot:0,179.8364,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_159;pos:-9.943676,14.87064,36.88287;rot:0,180.2762,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_160;pos:-21.58065,14.91163,36.88728;rot:0,180.0636,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_161;pos:-33.26643,15.10964,36.82742;rot:0,180.0819,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_162;pos:13.34687,15.21387,24.45423;rot:0,179.7547,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_163;pos:1.635847,14.86178,24.48399;rot:0,180.0239,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_164;pos:-9.943374,14.85893,24.46832;rot:0,179.9429,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_165;pos:-21.59213,14.83162,24.40294;rot:0,180.8415,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_166;pos:-33.23346,14.99143,24.38912;rot:0,179.7299,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_167;pos:13.30507,15.06299,12.01184;rot:0,180.2776,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_168;pos:1.670088,14.80098,12.0193;rot:0,179.3154,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_169;pos:-9.958029,14.83107,12.05954;rot:0,179.9426,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_170;pos:-21.55985,14.79172,12.02982;rot:0,180.2112,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_171;pos:-33.2379,15.1077,12.01162;rot:0,179.9508,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_172;pos:13.30453,15.05791,-0.5069214;rot:0,180.2195,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_173;pos:1.622273,14.92026,-0.4683917;rot:0,180.0577,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_174;pos:-9.910675,14.90665,-0.4519405;rot:0,180.3563,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_175;pos:-21.57282,14.94988,-0.4666196;rot:0,180.3248,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_176;pos:-33.1862,15.03633,-0.5013888;rot:0,181.0236,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_177;pos:13.2796,15.02989,-13.18735;rot:0,180.0223,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_178;pos:1.584792,14.88393,-13.10937;rot:0,180.261,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_179;pos:-9.878201,14.8145,-13.13753;rot:0,180.4701,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_180;pos:-21.5625,14.81391,-13.12593;rot:0,179.7387,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_181;pos:-33.20446,15.0223,-13.18567;rot:0,180.808,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_182;pos:-33.21286,15.13184,61.94007;rot:0,90.52581,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_183;pos:-21.57416,14.81916,61.96404;rot:0,270.0183,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_184;pos:-9.957094,14.84685,62.00731;rot:0,270.3955,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_185;pos:1.736191,14.90909,62.00705;rot:0,269.9212,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_186;pos:13.2911,15.1156,61.96144;rot:0,89.79955,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_187;pos:13.3489,15.07532,49.52192;rot:0,90.03906,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_188;pos:1.647444,14.84706,49.48631;rot:0,269.3567,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_189;pos:-9.951164,14.81799,49.50225;rot:0,269.8391,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_190;pos:-21.59942,14.75268,49.48444;rot:0,270.0948,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_191;pos:-33.22507,15.10901,49.47372;rot:0,269.9812,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_192;pos:13.30855,15.05841,36.94613;rot:0,90.00924,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_193;pos:1.658726,14.7665,36.91516;rot:0,270.067,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_194;pos:-9.921126,14.91383,36.88474;rot:0,269.8942,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_195;pos:-21.53804,14.81669,36.85891;rot:0,269.5607,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_196;pos:-33.21781,15.12671,36.84193;rot:0,270.2485,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_197;pos:13.3714,15.15384,24.45201;rot:0,90.13791,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_198;pos:1.678632,14.84598,24.4743;rot:0,269.5453,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_199;pos:-9.891096,14.7906,24.44056;rot:0,269.8827,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_200;pos:-21.56747,14.85962,24.43592;rot:0,269.988,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_201;pos:-33.23075,15.03046,24.43638;rot:0,269.7366,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_202;pos:13.26704,15.01749,12.03485;rot:0,90.11412,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_203;pos:1.628407,14.81667,12.04144;rot:0,270.2322,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_204;pos:-9.979124,14.87073,12.07511;rot:0,269.7288,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_205;pos:-21.55536,14.77699,12.04957;rot:0,269.9755,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_206;pos:-33.20126,15.07574,12.05193;rot:0,269.9835,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_207;pos:13.29151,15.02828,-0.4893382;rot:0,90.1815,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_208;pos:1.615961,14.91556,-0.4975023;rot:0,269.9282,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_209;pos:-9.888834,14.95058,-0.5017393;rot:0,270.3051,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_210;pos:-21.55589,14.93358,-0.4918956;rot:0,269.9204,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_211;pos:-33.22202,15.08414,-0.4744731;rot:0,270.4561,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_212;pos:13.32551,15.07811,-13.15019;rot:0,89.71494,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_213;pos:1.647979,14.86704,-13.14691;rot:0,270.2034,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_214;pos:-9.885558,14.77632,-13.14464;rot:0,269.451,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_215;pos:-21.54622,14.78835,-13.13676;rot:0,270.1985,0;m:cuboid;scl:0.025,3,0.21;;
i:cuboid_216;pos:-33.14433,14.99447,-13.14124;rot:0,269.4459,0;m:cuboid;scl:0.025,3,0.21;;
